NUM,ROMAJI,EXPECTED,SwiftKey 6.4.8.57 (S),# characters,edit distance
820,oshiirenitojikomerarete,押し入れに閉じ?められて,押し入れに閉じ?められて,12,0
821,chokusetsutekinahyougengaiikamo,直接的な表現がいいかも,直接的な表現がいいかも,11,0
822,kidukanaideitanante,?付かないでいたなんて,?づかないでいたなんて,11,1
823,kyoujushitsunihaittatokiniha,?授室に入ったときには,?授しつんはいったときには,11,5
824,kikitegakawarukotohamaredehanaino,利き手が?わることはまれではないの,聞き手が?わることはまれではないの,17,1
825,korehajibun'niokotterukotodehanaito,これは自分に起こってることではないと,これは自分に怒ってることではないと,18,2
826,omoikondeshimattanone,思い?んでしまったのね,思い?んでしまったのね,11,0
827,takusansukuttekitanohajijitsudesu,たくさん救ってきたのは事?です,たくさんすくって北乃はじじつです,15,8
828,keisukesan'nojinkakudehanaku,啓介さんの人格ではなく,けいすけさんの人格ではなく,11,4
829,nanikasetsunakunacchattana,何か切なくなっちゃったな,何か切なくなっちゃったな,12,0
830,chottodaijinakotoiinikita,ちょっと大事なこと言いに?た,ちょっと大事なこと言いに?た,14,0
831,joseihenokanshinhakiwametetsuyoiga,女性への?心は極めて?いが,女性への感心はきわめてつよいが,13,5
832,omaeraimakeshigomunusundarouu,お前ら今消しゴム?んだろうう,お前ら今消しゴム?んだろうう,14,0
833,dakaraokaasandamedesutte,だからお母さん?目ですって,だからお母さんだめですって,13,2
834,koushuuyatterundesukara,講習やってるんですから,講習やってるんですから,11,0
835,taisakushitsunomenmenhahitogatarinai,?策室の面?は人が足りない,?策しつの面?はひとがたりない,13,5
836,nandewatashigashougakuseiaiteni,何でわたしが小?生相手に,なんで私が小?生相手に,12,5
837,oregakinshinshobunttekotode,俺が謹??分ってことで,俺が近親?分ってことで,11,2
838,gyakunihokosakiwokawashitandayo,逆に矛先をかわしたんだよ,逆に矛先をかわしたんだよ,12,0
839,tetsudattemorautsumoridattakedo,手?ってもらうつもりだったけど,手?ってもらうつもりだったけど,15,0
840,ekimaehirobanisecchisaretabakudanga,?前?場に設置された爆?が,?前?場にせっちされたばくだんが,13,7
841,maatorishiraberushikanaiyaro,まあ取り調べるしかないやろ,まあ取り調べルシかないやろ,13,2
842,iwaitokatagirihahigishanotorishirabe,岩井と片桐は被疑者の取り調べ,祝いと片桐はひぎしゃのとりしらべ,14,9
843,kamitsukarenaiyounine,かみつかれないようにね,?疲れないようにね,11,4
844,orenomiminihaittekuruhazudazo,俺の耳に入ってくるはずだぞ,俺の耳に入ってくるはずだぞ,13,0
845,gomibakokettanotokonkainojikento,ごみ箱蹴ったのと今回の事件と,ゴミ箱けったのと今回のじけんと,14,6
846,sorewokiridasutaimingu,それを切り出すタイミング,それを切り出すタイミング,12,0
847,koitsuhaorenodaigakunokouhaida,こいつは俺の大?の後輩だ,こいつは俺の大?の後輩だ,12,0
848,dagamadakakushougatsukamenai,だがまだ確?がつかめない,だがまだ書く正月かめない,12,4
849,aremooshokunohakkakuwoosoreta,あれも汚職の??を恐れた,あれも汚職の??をおそれた,12,2
850,hisshinayatsuragajousoubuniiru,必死なやつらが上層部にいる,必死な奴らが上層ぶにいる,13,3
851,han'nin'noitogawakarimasen,犯人の意?が分かりません,犯人の意?がわかりません,12,1
852,torishirabenokankyuuwodaibumanandayoune,取り調べの緩急をだいぶ?んだようね,取調べの緩急をだいぶまなんだようね,17,3
853,kankeigaarunohakarejanai,?係があるのは彼じゃない,?係があるのは彼じゃない,12,0
854,touzenjikken'nitsukaumonodatoomoi,?然??に使うものだと思い,?然??に使うものだとおもい,13,2
855,hon'ninhasorewokatakunanihiteishiteru,本人はそれをかたくなに否定してる,本人はそれをかたく何ひていしてる,16,4
856,sonoaninookidokeiwotsukatte,その兄の置き時計を使って,その兄の置き時計をつかって,12,2
857,ri-da-hajimeshuyounakanbuga,リ?ダ?はじめ主要な幹部が,リ?ダ?始め主要なかんぶが,13,5
858,hontounikeijidattandana,本?に刑事だったんだな,本?に刑事だったんだな,11,0
859,sorewosagurutamenioretotsukiattetanante,それを探るために俺と付き合ってたなんて,それを探るために俺とつきあってたなんて,19,2
860,aratanajouhougaarusouda,新たな情報があるそうだ,新たな情報があるそうだ,11,0
861,dandan'ookunatterundesuyone,だんだん多くなってるんですよね,だんだん多くなってるんですよね,15,0
862,kougiwoshiteitakyoujuhabujideshita,講義をしていた?授は無事でした,講義をしていた?授はぶじでした,15,2
863,kuroitsukitonokankeihadetekitemasen,?い月との?係は出てきてません,?い月との?係はでてきてません,15,1
864,shatta-noshuurinimairimashita,シャッタ?の修理に?りました,シャッタ?の週りんまいりました,14,5
865,kochirasain'nohouonegaishimasu,こちらサインの方お願いします,こちらサインの方お願いします,14,0
866,hontounoiryokuhawakaranai,本?の威力は分からない,本?の威力はわからない,11,1
867,koretoujinochokusetsunoshikikanha,これ?時の直接の指揮官は,これ?時の直接のしきかんは,12,4
868,jouhounogoteikyougakakasemasen,情報のご提供が欠かせません,情報のご提供がかかせません,13,1
869,tsukimashitehasousanigokyouryoku,つきましては?査にご協力,つきましては操作にご協力,12,2
870,kanshajouwosashiagetaitoomoimasu,感謝?を差し上げたいと思います,感謝?を差し上げたいとおもいます,15,2
871,buchiatattakamoshiremasen'yo,ぶち?たったかもしれませんよ,ぶち?たったかもしれませにょ,14,2
872,kuroitsukinota-gettohasonoho-runanoyo,?い月のタ?ゲットはそのホ?ルなのよ,?い月のタ?ゲットはそのほ?るなのよ,18,2
873,kocchinimobakudangaarimasu,こっちにも爆?があります,こっちにも爆?があります,12,0
874,daigakunokougishitsuwonerattanomo,大?の講義室を狙ったのも,大?の講義質を狙ったのも,12,1
875,zenkeibiwokocchinimawashitekure,全警備をこっちに回してくれ,全ケイ美をこっちにまわしてくれ,13,5
876,mokutekijanakattatoshitara,目的じゃなかったとしたら,目的じゃなかったとしたら,12,0
877,ooyamakeishisoukan'ninattekara,大山警視?監になってから,大山警視?監いなってから,12,1
878,pu-rushiteitatoomowareru,プ?ルしていたと思われる,ぷ?るしていたと思われる,12,2
879,yosan'un'eibuhatsukaenakunatta,予算運?部は使えなくなった,予算うねイブはつかえなくなった,13,6
880,matanerawarerukamoshirenaikara,また狙われるかもしれないから,また狙われ牛わけありません,14,9
881,sonokakkoudekaijounihaitta,その格好で?場に入った,その格好で?場に入った,11,0
882,kimitachinoshikikenwomotsukotoninatta,君たちの指揮?を持つことになった,君たちの指揮?をもつことになった,16,1
883,kimitachinihahataraitemorau,君たちには?いてもらう,君たちには?いてもらう,11,0
884,moshikashitarasonokorokara,もしかしたらそのころから,もしかしたらその頃から,12,2
885,keisatsukanbunobougaigaattanokamo,警察幹部の妨害があったのかも,警察官分ぼうがいがあったのかも,14,6
886,sonoteidonousoshikatsukeneeyouja,その程度の?しかつけねえようじゃ,その程度の?しか付け根えようじゃ,16,2
887,watashinegashoujikidakarausotsukenaino,わたし根が正直だから?つけないの,私ねが正直だからうそつけないの,16,6
888,taihonotokinitappurito,逮捕のときにたっぷりと,逮捕の時にたっぷりと,11,2
889,hatasehenkattakedona,果たせへんかったけどな,果たせへんかったけどな,11,0
890,sonosukinijoujirutsumoriya,そのすきに?じるつもりや,その隙に常時るつもりや,12,4
891,koregashikakeraretabakudan,これが仕掛けられた爆?,これがしかけられた爆?,11,2
892,anatashikawakaruhitogainaitoomoimasu,あなたしか分かる人がいないと思います,あなたしかわかる人がいないと思います,18,1
893,jikenkaiketsunotamenaraatamawosageru,事件解決のためなら頭を下げる,事件解決のためなら頭をさげる,14,1
894,soregawatashinopuraido,それがわたしのプライド,それが私のプライド,11,3
895,konomaemoomaenihadamasareta,この前もお前にはだまされた,この前もお前には騙された,13,2
896,ochademonominagarayukkuriyarimashou,お茶でも?みながらゆっくりやりましょう。,お茶でも?みながらゆっくりやりましょう。,19,0
Total CER: 1640/12057=0.13,,,,,
