NUM,ROMAJI,EXPECTED,GOT (M),SwiftKey 6.4.8.57 (S),FULL SCORE,M,S
589,jiichantachigayatterukara。,じいちゃんたちがやってるから。,地位ちゃん立ちがやってるから。,爺ちゃんたちがやってるから。,15,12,13
590,matawatashigautagawareteru。,またわたしが疑われてる。,また私が疑われてる。,また私が疑われてる。,12,9,9
591,kyouhairotoomoshiroihanashigaaruno。,今日は色と面白い話があるの。,今日は色と面白い話があるの。,今日は色と面白い話があるの。,14,14,14
592,jouon'nomineraruuotawonomutoha。,常温のミネラルウオタを飲むとは。,上温のみねらる歌を飲むとは。,常温のミネラルうおたをのむとは。,16,8,12
593,souyatteatatamerudakede。,そうやって温めるだけで。,そうやって温めるだけで。,そうやって温めるだけで。,12,12,12
594,aomukewoutsubusettesurudakedemo。,あおむけをうつぶせってするだけでも。,青向けをつうつ別してるだけでも。,仰向けをうつぶせってするだけでも。,18,10,15
595,watashisenseiwokoroshichatta。,わたし先生を殺しちゃった。,私自戦を心したちゃった。,私先生を殺しちゃった。,13,6,10
596,tokorogaomoimoyorazunanoka。,ところが思いも寄らずなのか。,ところが思いよもらずなのか。,ところが思いもよらずなのか。,14,12,13
597,anatahasaishokawaitakekkon'nouekara。,あなたは最初乾いた血痕の上から。,あなたは最初かわいた結婚の上から。,あなたは最初乾いた結婚おうえから。,16,12,11
598,saranisonouenimatasuguni。,さらにその上にまたすぐに。,さらにその上にまたすぐに。,さらにその上にまたすぐに。,13,13,13
599,hinikunimohyouhakuzaiwomaitakotode。,皮肉にも漂白剤をまいたことで。,日に国も表告は水を回ったことで。,皮肉にも漂白ざいをまいたことで。,15,6,13
600,masuokasenseinotokogawarareteta。,増岡先生のとこが割られてた。,増岡火線生のとこわられてた。,益岡先生のとこ瓦れてた。,14,10,10
601,nandekanattezuttokangaeteta。,何でかなってずっと考えてた。,なんでかなってずっと考えてた。,なんでかなってずっと考えてた。,14,12,12
602,masuokasenseigatsukiattetanoha。,増岡先生が付き合ってたのは。,増岡関戦が強き合ってたのは。,益岡先生が付き合ってたのは。,14,11,13
603,nanonidoushitereiseijanaindarouutte。,なのにどうして冷静じゃないんだろううって。,なのにどうして冷静じゃないんだろうって。,なのにどうして冷静じゃないんだろううって。,21,20,21
604,kiniittaranochidekounyuusurutteyatsu。,気に入ったら後で購入するってやつ。,気に入ったら後で購入するってやつ。,気に入ったらの地で購入するってやつ。,17,17,15
605,yukiwoasondeyattatoka。,由貴を遊んでやったとか。,雪を遊んでやったとか。,雪を遊んでやったとか。,12,10,10
606,dakaraomowazusoredakesuteteshimatta。,だから思わずそれだけ捨ててしまった。,だから思わずそれだけ捨ててしまった。,だから思わずそれだ消すててしまった。,18,18,16
607,sakkikaraitteruyone。,さっきから言ってるよね。,さっきから言ってるよね。,さっきから言ってるよね。,12,12,12
608,ninomiyasenseigaokonatteitatoiu。,二宮先生が行っていたという。,二宮予戦が行っていたという。,二宮先生が行っていたという。,14,12,14
609,dattaraninomiyasenseijan。,だったら二宮先生じゃん。,だったら二宮千生千ジャン。,だったら二宮先生じゃん。,12,7,12
610,souiunogakakutarushoukotteiuno。,そういうのが確たる証拠っていうの。,そういうのが堅くたる証っていうの。,そういうのが確たる証拠っていうの。,17,14,17
611,taisakushitsumoyokuyattajan。,対策室もよくやったじゃん。,対策しつもよくやったジャン。,対策しつもよくやったじゃん。,13,8,11
612,detekitanoninomiyasenseinorokkajanaiyo。,出てきたの二宮先生のロッカじゃないよ。,出てきたののみや千生のロッカじゃないよ。,出てきたの二宮先生乗ろっかじゃないよ。,19,15,15
613,watashimonooboewaruikaramachigattete。,わたし物覚え悪いから間違ってて。,私もの覚え悪いから間違ってて。,私物覚え悪いから間違ってて。,16,12,13
614,machigaeteanatanitsutaechatta。,間違えてあなたに伝えちゃった。,間違えてなあたに伝えちゃった。,間違えてあなたに伝えちゃった。,15,13,15
615,senseimitainikireininaritainatoomotte。,先生みたいに奇麗になりたいなと思って。,先生みたいにキレイになりたいなと思って。,先生みたいに綺麗になりたいなと思って。,19,16,18
616,kireininarerukanatoomotte。,奇麗になれるかなと思って。,キレイになれるかなと思って。,綺麗になれるかなと思って。,13,10,12
617,jaaanoporigurafumo。,じゃああのポリグラフも。,じゃああのポリグラフも。,じゃああのぽりグラフも。,12,12,10
618,hokanimoasondaon'nanokotomo。,ほかにも遊んだ女のことも。,ほかにも遊んだ女の子とも。,他にも遊んだ女の子とも。,13,12,10
619,kondokeimushokaradetekurutokiha。,今度刑務所から出てくるときは。,今度刑務所から出てくるときは。,今度刑務所からでてくるときは。,15,15,14
620,demoomaenikitahanashidakara。,でもお前に来た話だから。,でもお前に来た話だから。,でも会いしだから。,12,12,6
621,masukomimukenokoukokutoujaarimasenkara。,マスコミ向けの広告塔じゃありませんから。,マスコミ向けの広告とうじゃありませんから。,マスコミ向けの広告塔じゃありませんから。,20,18,20
622,omaedattekichintome-kushitekeba。,お前だってきちんとメークしてけば。,お前だってきちんとメークしてケバ。,お前だってきちんとメークしてけば。,17,15,17
623,rirakkusushitetanoshindeittekudasai。,リラックスして楽しんでいってください。,リラックスして楽しんでいって下さい。,リラックスして楽しんでいってください。,19,17,19
624,soredehayoroshikuonegaishimasu。,それではよろしくお願いします。,それではよろしくお願いします。,それではよろしくお願いします。,15,15,15
625,saranihajoseihatsunoshitsuchouto。,さらには女性初の室長と。,さらには女性は楽しゅ夏と。,さらには女性初の室長と。,12,7,12
626,orekouiunonigatenandakedone。,俺こういうの苦手なんだけどね。,オレコウイウの苦手なんだけどね。,俺こういうの苦手なんだけどね。,15,9,15
627,kichintodekiteimasunode。,きちんとできていますので。,きちんとできていますので。,きちんと出来ていますので。,13,13,11
628,kattabakarinoikumouzainandesukedo。,買ったばかりの育毛剤なんですけど。,かったばかりのいくもう剤なんですけど。,買ったばかりのいくもう座員んですけど。,17,12,11
629,kyouhaanokowaion'nagainai。,今日はあの怖い女がいない。,今日はあのコワイオン長いない。,今日はあの怖い女がいない。,13,7,13
630,jikenkaiketsuhetotsunagatterundesune。,事件解決へとつながってるんですね。,事件回決へと繋がってるんですね。,事件解決へと繋がってるんですね。,17,14,15
631,puraibe-tohafutsuunoon'nadesukara。,プライベートは普通の女ですから。,プライベートは普通の女ですから。,プライベートは普通の女ですから。,16,16,16
632,nitayounamon'nandesune。,似たようなもんなんですね。,似たようなもんなんですね。,似たようなもんなんですね。,13,13,13
633,konoshigotodehayokuarukotonandesu。,この仕事ではよくあることなんです。,この仕事ではよくあることなんです。,この仕事ではよくあることなんです。,17,17,17
634,saikin'noshainhasugubibicchatte。,最近の社員はすぐびびっちゃって。,最近の社員はすぐびびっちゃって。,最近の社員はすぐびびっちゃって。,16,16,16
635,osorakutairyounoaruko-rude。,おそらく大量のアルコールで。,おそらく大量のあるコールで。,おそらく大量のアルコールで。,14,12,14
636,gokuhishashinwosuppanuitekita。,極秘写真をすっぱ抜いてきた。,極皮写真をスッパウンテイた。,極秘写真をすっぱぬいてきた。,14,6,13
637,torikumushiseinikawarihanai。,取り組む姿勢に変わりはない。,取り組む姿勢に変わりはない。,取り組むしセインかわりはない。,14,14,9
638,ikemenmoorunokashira。,イケメンもおるのかしら。,イケメンもオルのかしら。,イケメンもおるのかしら。,12,10,12
639,mattakufushizen'natenganai。,まったく不自然な点がない。,まったく不自然な店がない。,全く不自然な点眼い。,13,12,8
640,hontouninuganakuteiikara。,本当に脱がなくていいから。,本当に苦がなくていいから。,本当にぬがなくていいから。,13,12,12
641,kokodeosakewonondeitemo。,ここでお酒を飲んでいても。,ここでお酒を飲んでいても。,ここでお酒を飲んでいても。,13,13,13
642,mashitearuko-runiyotte。,ましてアルコールに酔って。,ましてあるコールによって。,増してアルコールによって。,13,10,11
643,sonomasakawotsuikyuusurunoga。,そのまさかを追及するのが。,そのまさかを追求するのが。,そのまさかを追求するのが。,13,12,12
644,nanikaottayounakigasurukedona。,何かおったような気がするけどな。,何か起用なきな気がするけどな。,何かおったような気がするけどな。,16,11,16
645,puraibe-tochuunooikakeruno。,プライベート中の追い掛けるの。,プライベート中の追いかけるの。,プライベート中の追いかけるの。,15,14,14
646,jiken'nikanshitenozokuhoudesu。,事件に関しての続報です。,事件に関しての続報です。,事件に関しての続報です。,12,12,12
647,dekiruwakenaijanai。,できるわけないじゃない。,できるわけないじゃない。,できるわけないじゃない。,12,12,12
648,terebihatsuitetamitaidesukedo。,テレビはついてたみたいですけど。,テレビはついてたみたいですけど。,テレビは付いてたみたいですけど。,16,16,15
649,sorekarahakuitsunagutameni。,それからは食いつなぐために。,それから吐屈つなぐために。,それからは食い繋ぐために。,14,11,12
650,kon'nanoichiichikinishitetara。,こんなのいちいち気にしてたら。,こんなの一一地気にしてたら。,こんなのいちいち気にしてたら。,15,11,15
651,kameramantoshitekatsudoushiteita。,カメラマンとして活動していた。,カメラマンとして活動していた。,カメラマンとして活動していた。,15,15,15
652,byoukinikakarishigotowoyasundeitaka。,病気にかかり仕事を休んでいたか。,病気にかかり仕事を休んでいたか。,病気にかかり仕事を休んでいたか。,16,16,16
653,anojikoshiwoshirabeterundesuyone。,あの事故死を調べてるんですよね。,あの事故を調べてるんですよね。,あの事故死を調べてるんですよね。,16,15,16
654,jikoshidekatadukeraretamonowo。,事故死で片付けられたものを。,自己しで片づけられたものを。,事故死で片付けられたものを。,14,10,14
655,demosaisousashiteyokattadesuyo。,でも再捜査してよかったですよ。,でも採装さしてよかったですよ。,でも再送さしてよかったですよ。,15,12,13
656,tsumarijissainojikengenbani。,つまり実際の事件現場に。,つまり実際の事件現場に。,つまり実際の時権限ばに。,12,12,8
657,nanikaattarasugurenrakukudasai。,何かあったらすぐ連絡下さい。,何かあったらすぐ連絡ください。,何かあったらすぐ連絡ください。,14,12,12
658,pattomiteiion'natteomowarenaito。,ぱっと見ていい女って思われないと。,パッと見ていい女って思われないと。,パッと見ていい女っておもわれないと。,17,15,13
659,koreanatanoyomidoori。,これあなたの読みどおり。,これあなたの読み通り。,これあなたの読みどおり。,12,10,12
660,tsumenosakihamenganamerakanano。,爪の先は面が滑らかなの。,爪の先は面が滑らなかなの。,爪の先は麺がなめらかなの。,12,11,9
661,kouiusasakurehananikanisawatteiruto。,こういうささくれは何かに触っていると。,こういうさされは何かに触っていると。,こういうささくれは何かにさわっていると。,19,18,17
662,daisanshanoteniyottekirareta。,第三者の手によって切られた。,第三者の手によって切られた。,第三者の手に寄ってきられた。,14,14,12
663,konootokohitotsukihodomaekara。,この男ひと月ほど前から。,この男一つきほど前から。,この男ひと月ほどまえから。,12,9,10
664,tadashokugyoujounosettenhanai。,ただ職業上の接点はない。,ただ食業上の接点はない。,ただ職業城野せってんはない。,12,11,6
665,suto-ka-satsujin'nogenbaniitadirekuta-。,ストーカー殺人の現場にいたディレクター。,ストーカー殺人の現場に痛いってレイクター。,ストーカー殺人の原盤いたぢれくたー。,20,15,12
666,kokonikurumadenimayocchatta。,ここに来るまでに迷っちゃった。,ここに車までに迷っちゃった。,ここに来るまでに迷っちゃった。,15,13,15
667,watashihajibun'nomedemite。,わたしは自分の目で見て。,私は自分の目で見て。,私は自分の目で見て。,12,9,9
668,jibun'nomedemitetashikametaino。,自分の目で見て確かめたいの。,自分の目で見てたしかめたいの。,自分の目で見て確かめたいの。,14,12,14
669,tamatamachikakudeshuzaishitetakara。,たまたま近くで取材してたから。,球たまで区くで取材してからか。,たまたま近くで取材してたから。,15,9,15
670,sorosorojikandakaramata。,そろそろ時間だからまた。,そろそろ時間だからまた。,そろそろ時間だからまた。,12,12,12
671,kochirakosogomen'nasai。,こちらこそごめんなさい。,こちらこそごめんなさい。,こちらこそごめんなさい。,12,12,12
672,suku-pueizouwokaisekishitamonoyo。,スクープ映像を解析したものよ。,スクープ映像を解析したものよ。,スクープ映像を解析したものよ。,15,15,15
673,unkoushiteitafunenoenjin'on。,運航していた船のエンジン音。,運行していた船のエンジン音。,運行していた不燃えんじのん。,14,13,6
674,hamononoyounamonodekubiwosasare。,刃物のようなもので首を刺され。,刃物のようなもので首を刺され。,刃物のようなもので首をさされ。,15,15,14
675,yasudaniyowamiwonigirareteite。,安田に弱みを握られていて。,安田に弱を見にぎられていて。,安田に弱みをにぎられていて。,13,9,11
676,takaminehitomigaookurishimashita。,高峰仁美がお送りしました。,高嶺氏とが大暮りしました。,高峰人研おおくりしました。,13,8,9
677,shiinhagenzaiwakatteorimasen。,死因は現在分かっておりません。,死因は現在わかっておりません。,死因は現在わかっておりません。,15,14,14
678,tondemonaifushoujidazo。,とんでもない不祥事だぞ。,とんでもない不祥事だぞ。,とんでもない不祥事だぞ。,12,12,12
679,kiminisekinintottemorawanaitona。,君に責任取ってもらわないとな。,君に責任とってもらわないとな。,君に責任とってもらわないとな。,15,14,14
680,nakunattadanseitougouhidenorisanha。,亡くなった男性東郷英憲さんは。,亡くなった男性統合費での理産は。,なくなった男性統合ひでのりさんは。,15,8,8
681,hakkengosugunitasukenihaittakanoyouni。,発見後すぐに助けに入ったかのように。,発見後すぐに助けに入ったかのように。,発券後すぐにたすけにはいったかのように。,18,18,13
682,eizouwoichibukiritorihenshuushimashita。,映像を一部切り取り編集しました。,映像を一部キリとり編集しました。,映像を一部切り取りへんしゅうしました。,16,13,11
683,shikashinetsuzousuku-punoeizouwo。,しかし捏造スクープの映像を。,しかし熱造スクープの映像を。,しかし捏造スクープのえいぞうを。,14,13,10
684,kapuseruwofukuyoushiteshinda。,カプセルを服用して死んだ。,カプセルを含用して死んだ。,カプセルを服用してしんだ。,13,12,12
685,takaminenikapuserunomasunohamuriyana。,高峰にカプセル飲ますのは無理やな。,高嶺にカプセルのマスはのは無りな。,高峰にカプセルのますのはむりやな。,17,10,14
686,tattaimakarakonoyamaha。,たった今からこのヤマは。,たった今からこの山は。,たった今からこの山は。,12,10,10
687,uenoketsurongaderumadeomaetachiha。,上の結論が出るまでお前たちは。,上の結論が出るまで終えたちは。,上の結論が出るまでお前たちは。,15,13,15
688,kokodeotonashikumattero。,ここでおとなしく待ってろ。,ここで大人しくまってロ。,ここで大人しく待ってろ。,13,8,10
689,oredattetsuraindakarasa。,俺だってつらいんだからさ。,オレだってつらいんだからさ。,俺だってつらいんだからさ。,13,11,13
690,torishirabechuunihitogashinderundarou。,取り調べ中に人が死んでるんだろう。,鳥調べ注に人が死んでるんだろう。,取り調べ中に人が死んでるんだろう。,17,14,17
691,sousanikimatterujanai。,捜査に決まってるじゃない。,捜査に決まってるじゃない。,操作に決まってるじゃない。,13,13,11
692,sousatantoukarahazusaretandesuttene。,捜査担当から外されたんですってね。,捜査担当からはずされたんですってね。,操作担当からはずされたんですってね。,17,15,13
693,taihen'namondaiwookoshitandakara。,大変な問題を起こしたんだから。,大変な問題を起こしたんだから。,大変な問題を起こしたんだから。,15,15,15
694,kon'namonmoracchattenexe。,こんなもんもらっちゃってねぇ。,こんなもんもらっちゃってねぇ。,こんなもんもらっちゃってねぇ。,15,15,15
695,sousawozokkousasetehoshiittesa。,捜査を続行させてほしいってさ。,捜査を続強させてほしいってさ。,操作を続行させてほしいってさ。,15,14,13
696,oosawaerikohakubidakedona。,大沢絵里子は首だけどな。,大阪エリコは首だけどな。,大澤えりこはくびだけどな。,12,8,6
697,aribainouratottekimashita。,アリバイの裏取ってきました。,アリバイウのラとってきました。,アリバイの裏撮ってきました。,14,11,13
698,sokokarawakattashinjijitsugaikutsuka。,そこから分かった新事実が幾つか。,そこからわかった信事実がいくつか。,そこからわかった信じじつがいくつか。,16,12,9
699,mazutougounotainaikaradetekita。,まず東郷の体内から出てきた。,まず統合の体内から出てきた。,まずとうごうの体内からでてきた。,14,12,9
700,namahousoumaedeisogashiindakedo。,生放送前で忙しいんだけど。,生放送前で忙しいだけど。,生放送前で忙しいんだけど。,13,12,13
701,anataniichibansaishonitsutaeyoutoomotte。,あなたに一番最初に伝えようと思って。,あなたに一番最初に伝えるよと思って。,あなたに一番最初に伝えようと思って。,18,16,18
702,sonohianatagatougouniseisankariwo。,その日あなたが東郷に青酸カリを。,その日あなたが統合に精産かりを。,その日あなたが統合にせいさんかりを。,16,10,8
703,konoseibunhanitoroseruro-sujushi。,この成分はニトロセルロース樹脂。,この西分はにトロセルロース受手。,この成分はニトロせるろーすじゅし。,16,12,9
704,mazuseisankariirinokapuseruwo。,まず青酸カリ入りのカプセルを。,まず精算かり入りのカスセルを。,まず生産かりいりのかぷせるを。,15,10,6
705,manikyuanokuriako-todeko-tingusuru。,マニキュアのクリアコートでコーティングする。,マニピュアのクリアコートデコーティングする。,マニキュアのクリアこーとでこーちんぐする。,22,20,15
706,koredetokedasujikanwochouseidekiru。,これで溶けだす時間を調整できる。,これで届け出す時間を調整できる。,これでとけだ筋かんをちょうせいできる。,16,14,7
707,korewofukuyousurutoensanroperamidode。,これを服用すると塩酸ロペラミドで。,これを含用するとエンサロンペラミで度。,これを服要するとえんさんろぺらみどで。,17,10,7
708,dokuirikapuserugatokedashi。,毒入りカプセルが溶けだし。,毒入りカテレスがとけだし。,毒入りカプセルがとけだし。,13,9,12
709,kapuseruzaiwonomanakerebaikenaikotowo。,カプセル剤を飲まなければいけないことを。,カプセル剤をのまなければいけないことを。,カプセル剤をのまなければいけないことを。,20,19,19
710,tainaininokottaseibunwokeisansuruto。,体内に残った成分を計算すると。,たい何の残った製分を計算すると。,体内に残った成分をけいさんすると。,15,10,11
711,tougougakapuseruwofukuyoushitanoha。,東郷がカプセルを服用したのは。,統合がカプセルを含用したのは。,統合がカプセルをふくようしたのは。,15,12,9
712,sorekarayasudanoofurojoude。,それから安田のお風呂場で。,それから安打のお風呂で。,それから安田のお風呂じょうで。,13,11,10
713,yuushuunaja-narisutodatta。,優秀なジャーナリストだった。,優秀なジャーナリストだった。,優秀なジャーナリストだった。,14,14,14
714,watashigaookikunaranaitoikenai。,わたしが大きくならないといけない。,私が大きくならないといけない。,私が大きくならないといけない。,17,14,14
715,tatoedon'nanichiisanakoedemo。,たとえどんなに小さな声でも。,例えどんなに小さな声でも。,たとえどんなに小さなこえでも。,14,12,12
716,namahousouchuunijihakusurunante。,生放送中に自白するなんて。,生放送中に自爆するなんて。,生放送中に自白するなんて。,13,12,13
717,saikinzangyousuruyouninattarashiine。,最近残業するようになったらしいね。,最近残業するようになったらしいね。,最近残業するようになったらしいね。,17,17,17
718,souiebakinounonodachikainimokonakatta。,そういえば昨日の野立会にも来なかった。,そういえば機能ののだっかいにもなかった。,そういえば昨日ののだち買いにもこなかった。,19,11,13
719,ikemengatsudouigyoushukouryuukaida。,イケメンが集う異業種交流会だ。,イケメンガツ大業給料介会だ。,イケメンがつどう異業種こうりゅうかいだ。,15,8,6
720,katagirigakonaitosenryokuninaran。,片桐が来ないと戦力にならん。,肩桐りがこないと戦力にならん。,片桐が来ないとせんりょくにならん。,14,11,9
721,maason'nakarikarisuruna。,まあそんなかりかりするな。,まあそんなかり借りするな。,まあそんな借りカリスるな。,13,12,9
722,matanodachikainikonakunaru。,また野立会に来なくなる。,またのだち買いに来なくなる。,またのだ近いに来なくなる。,12,7,8
723,yamamu-niwiggukabusete。,ヤマムーにウィッグかぶせて。,ヤマムーニィッグカバステ。,山むーにウィッグかぶせて。,14,8,11
724,satsujinwookoshiteruhittoman'ya。,殺人を起こしてるヒットマンや。,殺人を起こしてるヒットマンや。,殺人を起こしてるヒットまにゃ。,15,15,12
725,konkaitairitsusurusoshikinokanbuwo。,今回対立する組織の幹部を。,今回対立する組織の幹部を。,今回対立するそしきのかんぶを。,13,13,7
726,soreniokuraretekitakononingyou。,それに送られてきたこの人形。,それに送られてきたこの人業。,それに送られてきたこの人形。,14,13,14
727,onodahantokyouryokushitesousawosuru。,小野田班と協力して捜査をする。,小野弾と都協力して捜査をする。,小野田はんと協力してそうさをする。,15,12,10
728,shojishiterukotonihakawarihanai。,所持してることには変わりはない。,所持してることには変わりはない。,所持してることには変わりはない。,16,16,16
729,saikinraifurudanwokounyuushitahitoha。,最近ライフル弾を購入した人は。,最近ライフルダンを購入した人は。,最近ライフルだんをこうにゅうしたひとは。,15,13,6
730,madashigotochuunandakedone。,まだ仕事中なんだけどね。,まだ仕事中なんだけどね。,まだ仕事中なんだけどね。,12,12,12
731,kanojohatobikkirinobijindakara。,彼女は飛びっ切りの美人だから。,彼女は飛びっきりの美人だから。,彼女は飛びっきりんびじんだから。,15,14,10
732,juudankaratsukawaretaraifuruha。,銃弾から使われたライフルは。,柔段から使われたライフルは。,縦断から使われたらいふるは。,14,12,8
733,osorakushuryouyounoremintonwo。,おそらく狩猟用のレミントンを。,おそらく主療用のレミントンを。,おそらく狩猟用のレミんとんを。,15,13,12
734,sukeju-rumiteokukara。,スケジュール見ておくから。,スケジュール見ておくから。,スケジュール見ておくから。,13,13,13
735,konohitonanimowakattenai。,この人何も分かってない。,この人何も買ってない。,この人何もわかってない。,12,10,11
736,kononingyouhaosorakukorekara。,この人形はおそらくこれから。,この人業はおそらくこれから。,この人形はおそらくこれから。,14,13,14
737,korehabuchoukurasushikamirenaindakedo。,これは部長クラスしか見れないんだけど。,これは部長クラスしかみれないんだけど。,これは部長クラスしかみれないんだけど。,19,18,18
738,yobidasunayokon'natokoroni。,呼び出すなよこんな所に。,呼び出すなよこんなところに。,呼び出すなよこんなところに。,12,9,9
739,keishichoukanbuganakawarukattanda。,警視庁幹部が仲悪かったんだ。,警視庁幹部が生かるかったんだ。,警視庁かん舞歌なかわるかったんだ。,14,11,6
740,dokujinisousawosusumeteitanda。,独自に捜査を進めていたんだ。,独自に捜査を進めていたんだ。,独自に操作を進めていたんだ。,14,14,12
741,tsuujounosousanaraarienai。,通常の捜査ならあり得ない。,通常の捜査ならあり得ない。,通常の操作ならありえない。,13,13,10
742,tanimotogaonajikakkouwosasete。,谷本が同じ格好をさせて。,他に元が同じ拡束をさせて。,谷本が同じ格好をさせて。,12,7,12
743,keisatsunodoukoumirutamenina。,警察の動向見るためにな。,警察の同校見るためにな。,警察の動向みるためにな。,12,10,11
744,kyuukyuushadehakobaretagamamonaku。,救急車で運ばれたが間もなく。,休級者ではこばれたがまもなく。,救急車で運ばれたが間もなく。,14,8,14
745,nakamawokorosunohayameruyo。,仲間を殺すのはやめるよ。,仲間をころすのはやめるよ。,仲間を殺すのは辞めるよ。,12,10,11
746,asokodehappousurunohayamuwoenaishochi。,あそこで発砲するのはやむを得ない処置。,あそこで発砲するのは役をえない著。,あそこで発砲するのはやむをえないしょち。,19,14,15
747,zuttoseotteikushikanai。,ずっと背負っていくしかない。,ずっと焦っていくしかない。,ずっと背負って行くしかない。,14,12,13
748,reinokeijisangautaretatteiuno。,例の刑事さんが撃たれたっていうの。,例の掲示さんが打たれていたの。,例の刑事さんが歌れたっていうの。,17,11,15
749,keibishinakuchaikenakute。,警備しなくちゃいけなくて。,警備しなくちゃいけなくて。,警備しなくちゃいけなくて。,13,13,13
750,ta-gettohasonoayamaijiken'nikanrenshita。,ターゲットはその誤射事件に関連した。,ターゲットはその甘い事件に関連した。,ターゲットはそのあ山井じけんいかんれんした。,18,16,7
751,koredematadarekagakorosareru。,これでまた誰かが殺される。,これでまた誰からが殺される。,これでまた誰かが殺される。,13,12,13
752,kankeishiterukanouseimofukume。,関係してる可能性も含め。,関係してる可能性も含め。,関係してる可能性も含め。,12,12,12
753,konoshigotojitaiwasuretonchaukana。,この仕事自体忘れとんちゃうかな。,この仕事自体話すれと真価なか。,この仕事自体忘れ東家うかな。,16,9,12
754,ayamatteutaretamutousanga。,誤って撃たれた武藤さんが。,誤って売れた人倒さん。,謝って歌れたむとうさんが。,13,8,7
755,sorenitoujijoseikeijibakariwoatsumete。,それに当時女性刑事ばかりを集めて。,それに当次女性系ばかりを集めて。,それに当時女性刑事ばかりをあつめて。,17,14,15
756,raibarunonodachigachuumokusareteita。,ライバルの野立が注目されていた。,ライバルののだちが注目されていた。,ライバルののだ千賀ちゅうもくされていた。,16,13,7
757,soshikihanzaiwotoukatsusuruchoutoshite。,組織犯罪を統括する長として。,組織犯罪を倒かする兆都として。,組織犯罪をとうかつするちょうとして。,14,10,7
758,sutandowobunkatsushitekeibiwookonau。,スタンドを分割して警備を行う。,スタンドを分確して背壁を行う。,スタンドを分割してけいびをおこなう。,15,12,9
759,hontounokuromakuhakoitsunanoyo。,本当の黒幕はこいつなのよ。,本当の黒々はいつなのよ。,本当の黒幕はこいつなのよ。,13,11,13
760,oogesanifuttobiyagatteomae。,大げさに吹っ飛びやがってお前。,大げさにふっとビヤが見えた。,大げさに吹っ飛びやがっておまえ。,15,7,13
761,betsuniiijanaissuka。,別にいいじゃないっすか。,別にいいじゃないっすか。,別にいいじゃないっすか。,12,12,12
762,mounaiteiiminaikara。,もう泣いていい見ないから。,もうないていいないから。,もう泣いていい見ないから。,13,11,13
763,oretachisaikyoutsu-toppuda。,俺たち最強ツートップだ。,オレたち最強ツートップだ。,俺たち最強つーとっぷだ。,12,10,8
764,soudansuruon'nanankaimasen。,相談する女なんかいません。,相談する女内かないかせません。,相談する女なんかいません。,13,9,13
765,dousematamasukomimukenioshitsukerareta。,どうせまたマスコミ向けに押し付けられた。,どうせまたスコミ向けに押し付けられた。,どうせまたますこ美夢けにおしつけられた。,20,19,13
766,bokugamadakoubankinmujidaini。,僕がまだ交番勤務時代に。,僕がまだ公判勤務自台に。,僕がまだ交番勤務じだいに。,12,8,9
767,onodahanhasudeniugoiteiru。,小野田班はすでに動いている。,小野弾はすでに動いている。,小野田はんはすでにうごいている。,14,12,10
768,kimitachimoshikyuusousaniatattekure。,君たちも至急捜査に当たってくれ。,君立ちも支給層にあたってくれ。,きみたちも支給操作にあたってくれ。,16,10,9
769,maenoaremokoichixyauchuunen。,前のあれも恋ちゃうちゅうねん。,前のあれも恋一や中年。,前のあれもこいちゃうちゅうねん。,15,7,13
770,de-tonanteikasenaiyo。,デートなんて行かせないよ。,デートなんていかせないよ。,デートなんて行かせないよ。,13,12,13
771,kimototohanagatahawatashitogenbani。,木元と花形はわたしと現場に。,基元と鼻方は私と現場に。,木本と花形はわたしとげんばに。,14,8,10
772,katagirihakasoukentorenkeishite。,片桐は科捜研と連携して。,肩桐は仮想拠と連携して。,片桐は科捜研とれんけいして。,12,8,8
773,takaikotogawakarimashita。,高いことが分かりました。,高いことがわかりました。,高いことがわかりました。,12,11,11
774,kounanameninatteitari。,こう斜めになっていたり。,こうな目になっていたり。,江南アメンなっていたり。,12,10,7
775,fukusuuirukotowosashiteru。,複数いることを指してる。,複数いることを指してる。,複数いる事を指してる。,12,12,10
776,shougaitosettounozenkanoaruotokoya。,傷害と窃盗の前科のある男や。,障害と説到の前下のある男屋屋。,障害と窃盗のぜんかのあるおとこや。,14,8,7
777,minareterumitaidesune。,見慣れてるみたいですね。,見慣れてみたいですね。,見慣れてる見たいですね。,12,11,11
778,naitouhakoritsushitetamitaiya。,内藤は孤立してたみたいや。,内藤は孤立してたみたいや。,内藤は孤立してたみたいや。,13,13,13
779,mouichidogaishamawariwoatatte。,もう一度ガイ者周りをあたって。,もう一度違者回りをあたって。,もう一度が医者周りをあたって。,15,12,13
780,onodahankaranohoukokugaarimashita。,小野田班からの報告がありました。,小野団からの方向がありました。,おのだ半からの報告がありました。,16,12,12
781,attenakuzetsuenjoutainiarusoudesu。,会ってなく絶縁状態にあるそうです。,アッテナくて演状態にあるそうです。,あって泣く絶縁じょうたいにあるそうです。,17,11,10
782,kodomowooitenigerunante。,子供を置いて逃げるなんて。,子どもをおいて逃げるなんて。,子供を置いてにげるなんて。,13,10,12
783,keisatsunohoutonokomyunike-shonha。,警察の方とのコミュニケーションは。,警察の方とのコミュニケーションは。,警察の方とのコミュニケーションは。,17,17,17
784,kaisetsushiterasshaimasuga。,開設してらっしゃいますが。,解説してらっしゃいますが。,回折してらっしゃいますが。,13,11,11
