NUM	ROMAJI	EXPECTED	GOT (M)	SwiftKey 6.4.8.57 (S)	FULL SCORE	M
603	watashinimuitekurenaitokomaruno。	わたしに向いてくれないと困るの。	私に向いてくれないと困るの。	私に向いてくれないと困るの。	16	13
604	jukukankeishamomiteimasen。	塾関係者も見ていません。	熟関係者も見ていません。	塾関係者も見ていません。	12	11
605	deteittajinbutsumomadawakaran。	出ていった人物もまだ分からん。	出ていった人物もまだわからん。	出て行った人物もまだわからん。	15	14
606	demotabunkanojohanottekuru。	でもたぶん彼女は乗ってくる。	でも多文化彼女のは来てくる。	でも多分彼女は乗ってくる。	14	8
607	onjoutorikaiwomotteatari。	温情と理解をもって当たり。	音情取理を持ってあたり。	温情鳥飼をもってあたり。	13	8
608	sonoshinjouwokizutsukenaiyouni。	その心情を傷つけないように。	その真場を気づけないように。	その心情を傷つけないように。	14	10
609	jougitokonpasudeegakeru。	定規とコンパスで描ける。	上記とコンパスで描ける。	定規とコンパスでえがける。	12	10
610	nankasugokumoriagatteru。	なんかすごく盛り上がってる。	なんかすごく盛り上がってる。	なんかすごく盛り上がってる。	14	14
611	kyorigaarutomoriagarukedo。	距離があると盛り上がるけど。	距離があるともリ上がるけど。	距離があると盛り上がるけど。	14	12
612	demosatsugaisonomonohahiteishitemasu。	でも殺害そのものは否定してます。	でも殺害そのものは否定してます。	でも殺害そのものはひていしてます。	16	16
613	shitsukokusareterumasuokasenseini。	しつこくされてる増岡先生に。	失く越されてるますかお戦性に。	しつこくされてるます犯せんせいに。	14	4
614	urareterunogawakarimashita。	売られてるのが分かりました。	裏られてるのがわかりました。	売られてるのがわかりました。	14	12
615	watashimomotteruyokore。	わたしも持ってるよこれ。	私も持ってるよれこれ。	私も持ってるよこれ。	12	8
616	shoukoinmetsuwohakaroutosuruhan'ninha。	証拠隠滅を図ろうとする犯人は。	正コインツジは河とする犯人は。	証拠隠滅をはかろうとするはんいんは。	15	7
617	monowokangaerukotogadekiru。	ものを考えることができる。	物を考えることができる。	物を考えることができる。	13	11
618	soredeharawotatetattewakeka。	それで腹を立てたってわけか。	それで腹を立てたってわけか。	それで腹を立てたってわけか。	14	14
619	yattemoraenaikanatoomotte。	やってもらえないかなと思って。	やってもらえないかなと思って。	やってもらえないかなと思って。	15	15
620	kinchoujoutaiwomiyoutoshita。	緊張状態を見ようとした。	緊張状態を見ようとした。	緊張状態を見ようとした。	12	12
621	anatatachinoneraihasaishokara。	あなたたちの狙いは最初から。	あなたたちの狙いは最初から。	あなたたちの狙いは最初から。	14	14
622	jiichantachigayatterukara。	じいちゃんたちがやってるから。	地位ちゃん立ちがやってるから。	爺ちゃんたちがやってるから。	15	12
623	matawatashigautagawareteru。	またわたしが疑われてる。	また私が疑われてる。	また私が疑われてる。	12	9
624	kyouhairotoomoshiroihanashigaaruno。	今日は色と面白い話があるの。	今日は色と面白い話があるの。	今日は色と面白い話があるの。	14	14
625	jouon'nomineraruuotawonomutoha。	常温のミネラルウオタを飲むとは。	上温のみねらる歌を飲むとは。	常温のミネラルうおたをのむとは。	16	8
626	souyatteatatamerudakede。	そうやって温めるだけで。	そうやって温めるだけで。	そうやって温めるだけで。	12	12
627	aomukewoutsubusettesurudakedemo。	あおむけをうつぶせってするだけでも。	青向けをつうつ別してるだけでも。	仰向けをうつぶせってするだけでも。	18	10
628	watashisenseiwokoroshichatta。	わたし先生を殺しちゃった。	私自戦を心したちゃった。	私先生を殺しちゃった。	13	6
629	tokorogaomoimoyorazunanoka。	ところが思いも寄らずなのか。	ところが思いよもらずなのか。	ところが思いもよらずなのか。	14	12
630	anatahasaishokawaitakekkon'nouekara。	あなたは最初乾いた血痕の上から。	あなたは最初かわいた結婚の上から。	あなたは最初乾いた結婚おうえから。	16	12
631	saranisonouenimatasuguni。	さらにその上にまたすぐに。	さらにその上にまたすぐに。	さらにその上にまたすぐに。	13	13
632	hinikunimohyouhakuzaiwomaitakotode。	皮肉にも漂白剤をまいたことで。	日に国も表告は水を回ったことで。	皮肉にも漂白ざいをまいたことで。	15	6
633	masuokasenseinotokogawarareteta。	増岡先生のとこが割られてた。	増岡火線生のとこわられてた。	益岡先生のとこ瓦れてた。	14	10
634	nandekanattezuttokangaeteta。	何でかなってずっと考えてた。	なんでかなってずっと考えてた。	なんでかなってずっと考えてた。	14	12
635	masuokasenseigatsukiattetanoha。	増岡先生が付き合ってたのは。	増岡関戦が強き合ってたのは。	益岡先生が付き合ってたのは。	14	11
636	nanonidoushitereiseijanaindarouutte。	なのにどうして冷静じゃないんだろううって。	なのにどうして冷静じゃないんだろうって。	なのにどうして冷静じゃないんだろううって。	21	20
637	kiniittaranochidekounyuusurutteyatsu。	気に入ったら後で購入するってやつ。	気に入ったら後で購入するってやつ。	気に入ったらの地で購入するってやつ。	17	17
638	yukiwoasondeyattatoka。	由貴を遊んでやったとか。	雪を遊んでやったとか。	雪を遊んでやったとか。	12	10
639	dakaraomowazusoredakesuteteshimatta。	だから思わずそれだけ捨ててしまった。	だから思わずそれだけ捨ててしまった。	だから思わずそれだ消すててしまった。	18	18
640	sakkikaraitteruyone。	さっきから言ってるよね。	さっきから言ってるよね。	さっきから言ってるよね。	12	12
641	ninomiyasenseigaokonatteitatoiu。	二宮先生が行っていたという。	二宮予戦が行っていたという。	二宮先生が行っていたという。	14	12
642	dattaraninomiyasenseijan。	だったら二宮先生じゃん。	だったら二宮千生千ジャン。	だったら二宮先生じゃん。	12	7
643	souiunogakakutarushoukotteiuno。	そういうのが確たる証拠っていうの。	そういうのが堅くたる証っていうの。	そういうのが確たる証拠っていうの。	17	14
644	taisakushitsumoyokuyattajan。	対策室もよくやったじゃん。	対策しつもよくやったジャン。	対策しつもよくやったじゃん。	13	8
645	detekitanoninomiyasenseinorokkajanaiyo。	出てきたの二宮先生のロッカじゃないよ。	出てきたののみや千生のロッカじゃないよ。	出てきたの二宮先生乗ろっかじゃないよ。	19	15
646	watashimonooboewaruikaramachigattete。	わたし物覚え悪いから間違ってて。	私もの覚え悪いから間違ってて。	私物覚え悪いから間違ってて。	16	12
647	machigaeteanatanitsutaechatta。	間違えてあなたに伝えちゃった。	間違えてなあたに伝えちゃった。	間違えてあなたに伝えちゃった。	15	13
648	senseimitainikireininaritainatoomotte。	先生みたいに奇麗になりたいなと思って。	先生みたいにキレイになりたいなと思って。	先生みたいに綺麗になりたいなと思って。	19	16
649	kireininarerukanatoomotte。	奇麗になれるかなと思って。	キレイになれるかなと思って。	綺麗になれるかなと思って。	13	10
650	jaaanoporigurafumo。	じゃああのポリグラフも。	じゃああのポリグラフも。	じゃああのぽりグラフも。	12	12
651	hokanimoasondaon'nanokotomo。	ほかにも遊んだ女のことも。	ほかにも遊んだ女の子とも。	他にも遊んだ女の子とも。	13	12
652	kondokeimushokaradetekurutokiha。	今度刑務所から出てくるときは。	今度刑務所から出てくるときは。	今度刑務所からでてくるときは。	15	15
653	demoomaenikitahanashidakara。	でもお前に来た話だから。	でもお前に来た話だから。	でも会いしだから。	12	12
654	masukomimukenokoukokutoujaarimasenkara。	マスコミ向けの広告塔じゃありませんから。	マスコミ向けの広告とうじゃありませんから。	マスコミ向けの広告塔じゃありませんから。	20	18
655	omaedattekichintome-kushitekeba。	お前だってきちんとメークしてけば。	お前だってきちんとメークしてケバ。	お前だってきちんとメークしてけば。	17	15
656	rirakkusushitetanoshindeittekudasai。	リラックスして楽しんでいってください。	リラックスして楽しんでいって下さい。	リラックスして楽しんでいってください。	19	17
657	soredehayoroshikuonegaishimasu。	それではよろしくお願いします。	それではよろしくお願いします。	それではよろしくお願いします。	15	15
658	saranihajoseihatsunoshitsuchouto。	さらには女性初の室長と。	さらには女性は楽しゅ夏と。	さらには女性初の室長と。	12	7
659	orekouiunonigatenandakedone。	俺こういうの苦手なんだけどね。	オレコウイウの苦手なんだけどね。	俺こういうの苦手なんだけどね。	15	9
660	kichintodekiteimasunode。	きちんとできていますので。	きちんとできていますので。	きちんと出来ていますので。	13	13
661	kattabakarinoikumouzainandesukedo。	買ったばかりの育毛剤なんですけど。	かったばかりのいくもう剤なんですけど。	買ったばかりのいくもう座員んですけど。	17	12
662	kyouhaanokowaion'nagainai。	今日はあの怖い女がいない。	今日はあのコワイオン長いない。	今日はあの怖い女がいない。	13	7
663	jikenkaiketsuhetotsunagatterundesune。	事件解決へとつながってるんですね。	事件回決へと繋がってるんですね。	事件解決へと繋がってるんですね。	17	14
664	puraibe-tohafutsuunoon'nadesukara。	プライベートは普通の女ですから。	プライベートは普通の女ですから。	プライベートは普通の女ですから。	16	16
665	nitayounamon'nandesune。	似たようなもんなんですね。	似たようなもんなんですね。	似たようなもんなんですね。	13	13
666	konoshigotodehayokuarukotonandesu。	この仕事ではよくあることなんです。	この仕事ではよくあることなんです。	この仕事ではよくあることなんです。	17	17
667	saikin'noshainhasugubibicchatte。	最近の社員はすぐびびっちゃって。	最近の社員はすぐびびっちゃって。	最近の社員はすぐびびっちゃって。	16	16
668	osorakutairyounoaruko-rude。	おそらく大量のアルコールで。	おそらく大量のあるコールで。	おそらく大量のアルコールで。	14	12
669	gokuhishashinwosuppanuitekita。	極秘写真をすっぱ抜いてきた。	極皮写真をスッパウンテイた。	極秘写真をすっぱぬいてきた。	14	6
670	torikumushiseinikawarihanai。	取り組む姿勢に変わりはない。	取り組む姿勢に変わりはない。	取り組むしセインかわりはない。	14	14
671	ikemenmoorunokashira。	イケメンもおるのかしら。	イケメンもオルのかしら。	イケメンもおるのかしら。	12	10
672	mattakufushizen'natenganai。	まったく不自然な点がない。	まったく不自然な店がない。	全く不自然な点眼い。	13	12
673	hontouninuganakuteiikara。	本当に脱がなくていいから。	本当に苦がなくていいから。	本当にぬがなくていいから。	13	12
674	kokodeosakewonondeitemo。	ここでお酒を飲んでいても。	ここでお酒を飲んでいても。	ここでお酒を飲んでいても。	13	13
675	mashitearuko-runiyotte。	ましてアルコールに酔って。	ましてあるコールによって。	増してアルコールによって。	13	10
676	ishikigakontontoshiterujoukyouyo。	意識が混沌としてる状況よ。	意識がコントンとしてる状況。	意識がコントんとしてるじょうきょうよ。	13	8
677	sonomasakawotsuikyuusurunoga。	そのまさかを追及するのが。	そのまさかを追求するのが。	そのまさかを追求するのが。	13	12
678	nanikaottayounakigasurukedona。	何かおったような気がするけどな。	何か起用なきな気がするけどな。	何かおったような気がするけどな。	16	11
679	puraibe-tochuunooikakeruno。	プライベート中の追い掛けるの。	プライベート中の追いかけるの。	プライベート中の追いかけるの。	15	14
680	jiken'nikanshitenozokuhoudesu。	事件に関しての続報です。	事件に関しての続報です。	事件に関しての続報です。	12	12
681	dekiruwakenaijanai。	できるわけないじゃない。	できるわけないじゃない。	できるわけないじゃない。	12	12
682	terebihatsuitetamitaidesukedo。	テレビはついてたみたいですけど。	テレビはついてたみたいですけど。	テレビは付いてたみたいですけど。	16	16
683	jikenshinsoukaimeiwonegatteimasu。	事件真相解明を願っています。	事件新総界名を転がっています。	事件死んそうかいめいをねがっています。	14	8
684	sorekarahakuitsunagutameni。	それからは食いつなぐために。	それから吐屈つなぐために。	それからは食い繋ぐために。	14	11
685	kon'nanoichiichikinishitetara。	こんなのいちいち気にしてたら。	こんなの一一地気にしてたら。	こんなのいちいち気にしてたら。	15	11
686	oushuushitapojifirumutosatsueibiwo。	押収したポジフィルムと撮影日を。	欧州したポディフルム撮影に美。	欧州したポジふぃるむとさつえいびを。	16	8
687	kameramantoshitekatsudoushiteita。	カメラマンとして活動していた。	カメラマンとして活動していた。	カメラマンとして活動していた。	15	15
688	byoukinikakarishigotowoyasundeitaka。	病気にかかり仕事を休んでいたか。	病気にかかり仕事を休んでいたか。	病気にかかり仕事を休んでいたか。	16	16
689	guuzen'iawasetahoudoukankeishaga。	偶然居合わせた報道関係者が。	偶然言わせた方法な関係者が。	偶然居合わせたほうどうかんけいしゃが。	14	9
690	anojikoshiwoshirabeterundesuyone。	あの事故死を調べてるんですよね。	あの事故を調べてるんですよね。	あの事故死を調べてるんですよね。	16	15
691	jikoshidekatadukeraretamonowo。	事故死で片付けられたものを。	自己しで片づけられたものを。	事故死で片付けられたものを。	14	10
692	demosaisousashiteyokattadesuyo。	でも再捜査してよかったですよ。	でも採装さしてよかったですよ。	でも再送さしてよかったですよ。	15	12
693	kichoumendekanpekishugisha。	きちょうめんで完ぺき主義者。	機長面で完璧秘守者。	几帳面で完璧しゅぎしゃ。	14	4
694	tsumarijissainojikengenbani。	つまり実際の事件現場に。	つまり実際の事件現場に。	つまり実際の時権限ばに。	12	12
695	nanikaattarasugurenrakukudasai。	何かあったらすぐ連絡下さい。	何かあったらすぐ連絡ください。	何かあったらすぐ連絡ください。	14	12
696	pattomiteiion'natteomowarenaito。	ぱっと見ていい女って思われないと。	パッと見ていい女って思われないと。	パッと見ていい女っておもわれないと。	17	15
697	ichiichikanjouninagasaretetara。	いちいち感情に流されてたら。	一井感上になさがされたら。	いちいち感情に流されてたら。	14	5
698	koreanatanoyomidoori。	これあなたの読みどおり。	これあなたの読み通り。	これあなたの読みどおり。	12	10
699	tsumenosakihamenganamerakanano。	爪の先は面が滑らかなの。	爪の先は面が滑らなかなの。	爪の先は麺がなめらかなの。	12	11
700	kouiusasakurehananikanisawatteiruto。	こういうささくれは何かに触っていると。	こういうさされは何かに触っていると。	こういうささくれは何かにさわっていると。	19	18
701	daisanshanoteniyottekirareta。	第三者の手によって切られた。	第三者の手によって切られた。	第三者の手に寄ってきられた。	14	14
702	konootokohitotsukihodomaekara。	この男ひと月ほど前から。	この男一つきほど前から。	この男ひと月ほどまえから。	12	9
703	tadashokugyoujounosettenhanai。	ただ職業上の接点はない。	ただ食業上の接点はない。	ただ職業城野せってんはない。	12	11
704	suto-ka-satsujin'nogenbaniitadirekuta-。	ストーカー殺人の現場にいたディレクター。	ストーカー殺人の現場に痛いってレイクター。	ストーカー殺人の原盤いたぢれくたー。	20	15
705	soshitetakaminehitominosettenga。	そして高峰仁美の接点が。	そして高嶺人の見接点が。	そしてた紙ねひとみのせってんが。	12	8
706	kokonikurumadenimayocchatta。	ここに来るまでに迷っちゃった。	ここに車までに迷っちゃった。	ここに来るまでに迷っちゃった。	15	13
707	watashihajibun'nomedemite。	わたしは自分の目で見て。	私は自分の目で見て。	私は自分の目で見て。	12	9
708	jibun'nomedemitetashikametaino。	自分の目で見て確かめたいの。	自分の目で見てたしかめたいの。	自分の目で見て確かめたいの。	14	12
709	tamatamachikakudeshuzaishitetakara。	たまたま近くで取材してたから。	球たまで区くで取材してからか。	たまたま近くで取材してたから。	15	9
710	sorosorojikandakaramata。	そろそろ時間だからまた。	そろそろ時間だからまた。	そろそろ時間だからまた。	12	12
711	kochirakosogomen'nasai。	こちらこそごめんなさい。	こちらこそごめんなさい。	こちらこそごめんなさい。	12	12
712	suku-pueizouwokaisekishitamonoyo。	スクープ映像を解析したものよ。	スクープ映像を解析したものよ。	スクープ映像を解析したものよ。	15	15
713	unkoushiteitafunenoenjin'on。	運航していた船のエンジン音。	運行していた船のエンジン音。	運行していた不燃えんじのん。	14	13
714	hamononoyounamonodekubiwosasare。	刃物のようなもので首を刺され。	刃物のようなもので首を刺され。	刃物のようなもので首をさされ。	15	15
715	yasudaniyowamiwonigirareteite。	安田に弱みを握られていて。	安田に弱を見にぎられていて。	安田に弱みをにぎられていて。	13	9
716	takaminehitomigaookurishimashita。	高峰仁美がお送りしました。	高嶺氏とが大暮りしました。	高峰人研おおくりしました。	13	8
717	shiinhagenzaiwakatteorimasen。	死因は現在分かっておりません。	死因は現在わかっておりません。	死因は現在わかっておりません。	15	14
718	tondemonaifushoujidazo。	とんでもない不祥事だぞ。	とんでもない不祥事だぞ。	とんでもない不祥事だぞ。	12	12
719	kiminisekinintottemorawanaitona。	君に責任取ってもらわないとな。	君に責任とってもらわないとな。	君に責任とってもらわないとな。	15	14
720	nakunattadanseitougouhidenorisanha。	亡くなった男性東郷英憲さんは。	亡くなった男性統合費での理産は。	なくなった男性統合ひでのりさんは。	15	8
721	hakkengosugunitasukenihaittakanoyouni。	発見後すぐに助けに入ったかのように。	発見後すぐに助けに入ったかのように。	発券後すぐにたすけにはいったかのように。	18	18
722	eizouwoichibukiritorihenshuushimashita。	映像を一部切り取り編集しました。	映像を一部キリとり編集しました。	映像を一部切り取りへんしゅうしました。	16	13
723	shikashinetsuzousuku-punoeizouwo。	しかし捏造スクープの映像を。	しかし熱造スクープの映像を。	しかし捏造スクープのえいぞうを。	14	13
724	kapuseruwofukuyoushiteshinda。	カプセルを服用して死んだ。	カプセルを含用して死んだ。	カプセルを服用してしんだ。	13	12
725	takaminenikapuserunomasunohamuriyana。	高峰にカプセル飲ますのは無理やな。	高嶺にカプセルのマスはのは無りな。	高峰にカプセルのますのはむりやな。	17	10
726	tattaimakarakonoyamaha。	たった今からこのヤマは。	たった今からこの山は。	たった今からこの山は。	12	10
727	uenoketsurongaderumadeomaetachiha。	上の結論が出るまでお前たちは。	上の結論が出るまで終えたちは。	上の結論が出るまでお前たちは。	15	13
728	kokodeotonashikumattero。	ここでおとなしく待ってろ。	ここで大人しくまってロ。	ここで大人しく待ってろ。	13	8
729	oredattetsuraindakarasa。	俺だってつらいんだからさ。	オレだってつらいんだからさ。	俺だってつらいんだからさ。	13	11
730	torishirabechuunihitogashinderundarou。	取り調べ中に人が死んでるんだろう。	鳥調べ注に人が死んでるんだろう。	取り調べ中に人が死んでるんだろう。	17	14
731	sousanikimatterujanai。	捜査に決まってるじゃない。	捜査に決まってるじゃない。	操作に決まってるじゃない。	13	13
732	sousatantoukarahazusaretandesuttene。	捜査担当から外されたんですってね。	捜査担当からはずされたんですってね。	操作担当からはずされたんですってね。	17	15
733	taihen'namondaiwookoshitandakara。	大変な問題を起こしたんだから。	大変な問題を起こしたんだから。	大変な問題を起こしたんだから。	15	15
734	kon'namonmoracchattenexe。	こんなもんもらっちゃってねぇ。	こんなもんもらっちゃってねぇ。	こんなもんもらっちゃってねぇ。	15	15
735	sousawozokkousasetehoshiittesa。	捜査を続行させてほしいってさ。	捜査を続強させてほしいってさ。	操作を続行させてほしいってさ。	15	14
736	oosawaerikohakubidakedona。	大沢絵里子は首だけどな。	大阪エリコは首だけどな。	大澤えりこはくびだけどな。	12	8
737	aribainouratottekimashita。	アリバイの裏取ってきました。	アリバイウのラとってきました。	アリバイの裏撮ってきました。	14	11
738	sokokarawakattashinjijitsugaikutsuka。	そこから分かった新事実が幾つか。	そこからわかった信事実がいくつか。	そこからわかった信じじつがいくつか。	16	12
739	mazutougounotainaikaradetekita。	まず東郷の体内から出てきた。	まず統合の体内から出てきた。	まずとうごうの体内からでてきた。	14	12
740	namahousoumaedeisogashiindakedo。	生放送前で忙しいんだけど。	生放送前で忙しいだけど。	生放送前で忙しいんだけど。	13	12
741	anataniichibansaishonitsutaeyoutoomotte。	あなたに一番最初に伝えようと思って。	あなたに一番最初に伝えるよと思って。	あなたに一番最初に伝えようと思って。	18	16
742	tougounokaradakaraseisankarito。	東郷の体から青酸カリと。	統合の体から*賛からキト。	統合の体からせいさんかりと。	12	4
743	sonohianatagatougouniseisankariwo。	その日あなたが東郷に青酸カリを。	その日あなたが統合に精産かりを。	その日あなたが統合にせいさんかりを。	16	10
744	konoseibunhanitoroseruro-sujushi。	この成分はニトロセルロース樹脂。	この西分はにトロセルロース受手。	この成分はニトロせるろーすじゅし。	16	12
745	mazuseisankariirinokapuseruwo。	まず青酸カリ入りのカプセルを。	まず精算かり入りのカスセルを。	まず生産かりいりのかぷせるを。	15	10
746	manikyuanokuriako-todeko-tingusuru。	マニキュアのクリアコートでコーティングする。	マニピュアのクリアコートデコーティングする。	マニキュアのクリアこーとでこーちんぐする。	22	20
747	koredetokedasujikanwochouseidekiru。	これで溶けだす時間を調整できる。	これで届け出す時間を調整できる。	これでとけだ筋かんをちょうせいできる。	16	14
748	ensanroperamidotoisshoniireru。	塩酸ロペラミドと一緒に入れる。	エンサンポレラミと一緒に入れる。	塩酸ろぺらみどといっしょにいれる。	15	8
749	korewofukuyousurutoensanroperamidode。	これを服用すると塩酸ロペラミドで。	これを含用するとエンサロンペラミで度。	これを服要するとえんさんろぺらみどで。	17	10
750	dokuirikapuserugatokedashi。	毒入りカプセルが溶けだし。	毒入りカテレスがとけだし。	毒入りカプセルがとけだし。	13	9
751	kapuseruzaiwonomanakerebaikenaikotowo。	カプセル剤を飲まなければいけないことを。	カプセル剤をのまなければいけないことを。	カプセル剤をのまなければいけないことを。	20	19
752	tainaininokottaseibunwokeisansuruto。	体内に残った成分を計算すると。	たい何の残った製分を計算すると。	体内に残った成分をけいさんすると。	15	10
753	tougougakapuseruwofukuyoushitanoha。	東郷がカプセルを服用したのは。	統合がカプセルを含用したのは。	統合がカプセルをふくようしたのは。	15	12
754	sorekarayasudanoofurojoude。	それから安田のお風呂場で。	それから安打のお風呂で。	それから安田のお風呂じょうで。	13	11
755	kichoumendekanpekishugi。	きちょうめんで完ぺき主義。	機長面で完璧指義。	几帳面で完璧しゅぎ。	13	4
756	yuushuunaja-narisutodatta。	優秀なジャーナリストだった。	優秀なジャーナリストだった。	優秀なジャーナリストだった。	14	14
757	watashigaookikunaranaitoikenai。	わたしが大きくならないといけない。	私が大きくならないといけない。	私が大きくならないといけない。	17	14
758	tatoedon'nanichiisanakoedemo。	たとえどんなに小さな声でも。	例えどんなに小さな声でも。	たとえどんなに小さなこえでも。	14	12
759	namahousouchuunijihakusurunante。	生放送中に自白するなんて。	生放送中に自爆するなんて。	生放送中に自白するなんて。	13	12
760	saikinzangyousuruyouninattarashiine。	最近残業するようになったらしいね。	最近残業するようになったらしいね。	最近残業するようになったらしいね。	17	17
761	souiebakinounonodachikainimokonakatta。	そういえば昨日の野立会にも来なかった。	そういえば機能ののだっかいにもなかった。	そういえば昨日ののだち買いにもこなかった。	19	11
762	ikemengatsudouigyoushukouryuukaida。	イケメンが集う異業種交流会だ。	イケメンガツ大業給料介会だ。	イケメンがつどう異業種こうりゅうかいだ。	15	8
763	katagirigakonaitosenryokuninaran。	片桐が来ないと戦力にならん。	肩桐りがこないと戦力にならん。	片桐が来ないとせんりょくにならん。	14	11
764	maason'nakarikarisuruna。	まあそんなかりかりするな。	まあそんなかり借りするな。	まあそんな借りカリスるな。	13	12
765	matanodachikainikonakunaru。	また野立会に来なくなる。	またのだち買いに来なくなる。	またのだ近いに来なくなる。	12	7
766	tonikakukoegauragaecchattakedo。	とにかく声が裏返っちゃったけど。	とにかく声が裏がっちったっけたけど。	とにかく声が浦賀えっちゃったけど会いさつしたちょくごころされてる。	16	12
767	yamamu-niwiggukabusete。	ヤマムーにウィッグかぶせて。	ヤマムーニィッグカバステ。	山むーにウィッグかぶせて。	14	8
768	ryuusenkaikanbutanimototoiuotoko。	竜千会幹部谷本という男。	留先会館物にもとという男。	龍泉快感ぶたにもとというおとこ。	12	5
769	satsujinwookoshiteruhittoman'ya。	殺人を起こしてるヒットマンや。	殺人を起こしてるヒットマンや。	殺人を起こしてるヒットまにゃ。	15	15
770	konkaitairitsusurusoshikinokanbuwo。	今回対立する組織の幹部を。	今回対立する組織の幹部を。	今回対立するそしきのかんぶを。	13	13
771	soreniokuraretekitakononingyou。	それに送られてきたこの人形。	それに送られてきたこの人業。	それに送られてきたこの人形。	14	13
772	onodahantokyouryokushitesousawosuru。	小野田班と協力して捜査をする。	小野弾と都協力して捜査をする。	小野田はんと協力してそうさをする。	15	12
773	shojishiterukotonihakawarihanai。	所持してることには変わりはない。	所持してることには変わりはない。	所持してることには変わりはない。	16	16
774	saikinraifurudanwokounyuushitahitoha。	最近ライフル弾を購入した人は。	最近ライフルダンを購入した人は。	最近ライフルだんをこうにゅうしたひとは。	15	13
775	madashigotochuunandakedone。	まだ仕事中なんだけどね。	まだ仕事中なんだけどね。	まだ仕事中なんだけどね。	12	12
776	kanojohatobikkirinobijindakara。	彼女は飛びっ切りの美人だから。	彼女は飛びっきりの美人だから。	彼女は飛びっきりんびじんだから。	15	14
777	kodutsumiwohaitatsushitagyoushakaramo。	小包を配達した業者からも。	小津三を履いたつが愉者からも。	小包を配達したぎょうしゃからも。	13	5
778	juudankaratsukawaretaraifuruha。	銃弾から使われたライフルは。	柔段から使われたライフルは。	縦断から使われたらいふるは。	14	12
779	osorakushuryouyounoremintonwo。	おそらく狩猟用のレミントンを。	おそらく主療用のレミントンを。	おそらく狩猟用のレミんとんを。	15	13
780	sukeju-rumiteokukara。	スケジュール見ておくから。	スケジュール見ておくから。	スケジュール見ておくから。	13	13
781	konohitonanimowakattenai。	この人何も分かってない。	この人何も買ってない。	この人何もわかってない。	12	10
782	kononingyouhaosorakukorekara。	この人形はおそらくこれから。	この人業はおそらくこれから。	この人形はおそらくこれから。	14	13
783	korehabuchoukurasushikamirenaindakedo。	これは部長クラスしか見れないんだけど。	これは部長クラスしかみれないんだけど。	これは部長クラスしかみれないんだけど。	19	18
784	yobidasunayokon'natokoroni。	呼び出すなよこんな所に。	呼び出すなよこんなところに。	呼び出すなよこんなところに。	12	9
785	keishichoukanbuganakawarukattanda。	警視庁幹部が仲悪かったんだ。	警視庁幹部が生かるかったんだ。	警視庁かん舞歌なかわるかったんだ。	14	11
786	dokujinisousawosusumeteitanda。	独自に捜査を進めていたんだ。	独自に捜査を進めていたんだ。	独自に操作を進めていたんだ。	14	14
787	tsuujounosousanaraarienai。	通常の捜査ならあり得ない。	通常の捜査ならあり得ない。	通常の操作ならありえない。	13	13
788	tanimotogaonajikakkouwosasete。	谷本が同じ格好をさせて。	他に元が同じ拡束をさせて。	谷本が同じ格好をさせて。	12	7
789	keisatsunodoukoumirutamenina。	警察の動向見るためにな。	警察の同校見るためにな。	警察の動向みるためにな。	12	10
790	kyuukyuushadehakobaretagamamonaku。	救急車で運ばれたが間もなく。	休級者ではこばれたがまもなく。	救急車で運ばれたが間もなく。	14	8
791	ippoukatagirihashimon'iinkaini。	一方片桐は諮問委員会に。	一方上りきはしも委員会会に。	一方片桐はしもにいんかいに会いい。	12	6
792	nakamawokorosunohayameruyo。	仲間を殺すのはやめるよ。	仲間をころすのはやめるよ。	仲間を殺すのは辞めるよ。	12	10
793	shinunowomitodokerundana。	死ぬのを見届けるんだな。	死ぬを飲みとどけるんだな。	しぬのをみとどけるん会いんしかめらのえいぞうあつめてきて。	12	7
794	asokodehappousurunohayamuwoenaishochi。	あそこで発砲するのはやむを得ない処置。	あそこで発砲するのは役をえない著。	あそこで発砲するのはやむをえないしょち。	19	14
795	zuttoseotteikushikanai。	ずっと背負っていくしかない。	ずっと焦っていくしかない。	ずっと背負って行くしかない。	14	12
796	reinokeijisangautaretatteiuno。	例の刑事さんが撃たれたっていうの。	例の掲示さんが打たれていたの。	例の刑事さんが歌れたっていうの。	17	11
797	keibishinakuchaikenakute。	警備しなくちゃいけなくて。	警備しなくちゃいけなくて。	警備しなくちゃいけなくて。	13	13
798	ta-gettohasonoayamaijiken'nikanrenshita。	ターゲットはその誤射事件に関連した。	ターゲットはその甘い事件に関連した。	ターゲットはそのあ山井じけんいかんれんした。	18	16
799	koredematadarekagakorosareru。	これでまた誰かが殺される。	これでまた誰からが殺される。	これでまた誰かが殺される。	13	12
800	kankeishiterukanouseimofukume。	関係してる可能性も含め。	関係してる可能性も含め。	関係してる可能性も含め。	12	12
801	konoshigotojitaiwasuretonchaukana。	この仕事自体忘れとんちゃうかな。	この仕事自体話すれと真価なか。	この仕事自体忘れ東家うかな。	16	9
802	ayamatteutaretamutousanga。	誤って撃たれた武藤さんが。	誤って売れた人倒さん。	謝って歌れたむとうさんが。	13	8
803	sorenitoujijoseikeijibakariwoatsumete。	それに当時女性刑事ばかりを集めて。	それに当次女性系ばかりを集めて。	それに当時女性刑事ばかりをあつめて。	17	14
