NUM,ROMAJI,EXPECTED
1181,tonikakukoegauragaecchattakedo。,とにかく声が裏返っちゃったけど。
1182,yamamu-niwiggukabusete。,ヤマムーにウィッグかぶせて。
1183,nandebokunogo-rugashinandayo。,何で僕のゴールが死なんだよ。
1184,ryuusenkaikanbutanimototoiuotoko。,竜千会幹部谷本という男。
1185,higaishanomuneninokosaretajuudanha。,被害者の胸に残された銃弾は。
1186,satsujinwookoshiteruhittoman'ya。,殺人を起こしてるヒットマンや。
1187,konkaitairitsusurusoshikinokanbuwo。,今回対立する組織の幹部を。
1188,shasatsushitachokugokorosareteru。,射殺した直後殺されてる。
1189,soreniokuraretekitakononingyou。,それに送られてきたこの人形。
1190,onodahantokyouryokushitesousawosuru。,小野田班と協力して捜査をする。
1191,shojishiterukotonihakawarihanai。,所持してることには変わりはない。
1192,orinpikkukurasunoshagekigijutsudesuyo。,オリンピッククラスの射撃技術ですよ。
1193,saikinraifurudanwokounyuushitahitoha。,最近ライフル弾を購入した人は。
1194,fiansegakokodehataraitendayone。,フィアンセがここで働いてんだよね。
1195,iya、orechottokyoukin'nai。,いや、俺ちょっと今日金ない。
1196,madashigotochuunandakedone。,まだ仕事中なんだけどね。
1197,kanojohatobikkirinobijindakara。,彼女は飛びっ切りの美人だから。
1198,kodutsumiwohaitatsushitagyoushakaramo。,小包を配達した業者からも。
1199,juudankaratsukawaretaraifuruha。,銃弾から使われたライフルは。
1200,osorakushuryouyounoremintonwo。,おそらく狩猟用のレミントンを。
1201,kaizoushitamonodarouutoomoimasu。,改造したものだろううと思います。
1202,konjuunoshoyuushawoarattemasuga。,今銃の所有者を洗ってますが。
1203,dokkaicchattandesuyo。,どっか行っちゃったんですよ。
1204,dokoicchattandarouuna。,どこ行っちゃったんだろううな。
1205,sukeju-rumiteokukara。,スケジュール見ておくから。
1206,borutoki-pingushitakara。,ボルトキーピングしたから。
1207,konohitonanimowakattenai。,この人何も分かってない。
1208,ningyounonakanimatakoregahaitteta。,人形の中にまたこれが入ってた。
1209,kononingyouhaosorakukorekara。,この人形はおそらくこれから。
1210,yokeinakotohamiminiirenaishuginanda。,余計なことは耳に入れない主義なんだ。
1211,korehabuchoukurasushikamirenaindakedo。,これは部長クラスしか見れないんだけど。
1212,yobidasunayokon'natokoroni。,呼び出すなよこんな所に。
1213,keishichoukanbuganakawarukattanda。,警視庁幹部が仲悪かったんだ。
1214,dokujinisousawosusumeteitanda。,独自に捜査を進めていたんだ。
1215,tsuujounosousanaraarienai。,通常の捜査ならあり得ない。
1216,haakudekinainanteiunohadaishittai。,把握できないなんていうのは大失態。
1217,hen'nasoburiwomisetarasuguute。,変なそぶりを見せたらすぐ撃て。
1218,tanimotogaonajikakkouwosasete。,谷本が同じ格好をさせて。
1219,keisatsunodoukoumirutamenina。,警察の動向見るためにな。
1220,kyuukyuushadehakobaretagamamonaku。,救急車で運ばれたが間もなく。
1221,shukketsuseishokkudeshiboushita。,出血性ショックで死亡した。
1222,ippoukatagirihashimon'iinkaini。,一方片桐は諮問委員会に。
1223,nakamawokorosunohayameruyo。,仲間を殺すのはやめるよ。
1224,shinunowomitodokerundana。,死ぬのを見届けるんだな。
1225,omaeganounoutoikiterunogatamaranainda。,お前がのうのうと生きてるのがたまらないんだ。
1226,asokodehappousurunohayamuwoenaishochi。,あそこで発砲するのはやむを得ない処置。
1227,zuttoseotteikushikanai。,ずっと背負っていくしかない。
1228,anatagashitakotohamachigaijanakatta。,あなたがしたことは間違いじゃなかった。
1229,imaanatagasubekikotoha。,今あなたがすべきことは。
1230,reinokeijisangautaretatteiuno。,例の刑事さんが撃たれたっていうの。
1231,keibishinakuchaikenakute。,警備しなくちゃいけなくて。
1232,kyouhaokyakusanmosukunaishi。,今日はお客さんも少ないし。
1233,ta-gettohasonoayamaijiken'nikanrenshita。,ターゲットはその誤射事件に関連した。
1234,koredematadarekagakorosareru。,これでまた誰かが殺される。
1235,shinunowomitodokerundana。,死ぬのを見届けるんだな。
1236,kankeishiterukanouseimofukume。,関係してる可能性も含め。
1237,nankaikaketemodeehen'neya。,何回かけても出えへんねや。
1238,konoshigotojitaiwasuretonchaukana。,この仕事自体忘れとんちゃうかな。
1239,ayamatteutaretamutousanga。,誤って撃たれた武藤さんが。
1240,sorenitoujijoseikeijibakariwoatsumete。,それに当時女性刑事ばかりを集めて。
1241,raibarunonodachigachuumokusareteita。,ライバルの野立が注目されていた。
1242,soshikihanzaiwotoukatsusuruchoutoshite。,組織犯罪を統括する長として。
1243,sutandowobunkatsushitekeibiwookonau。,スタンドを分割して警備を行う。
1244,sudenisutajiamunihaitteru。,すでにスタジアムに入ってる。
1245,hontounokuromakuhakoitsunanoyo。,本当の黒幕はこいつなのよ。
1246,antagautenainomokoitsunosei。,あんたが撃てないのもこいつのせい。
1247,nagurarenaidakearigataitoomotte。,殴られないだけありがたいと思って。
1248,yamamu-hakanzen'narusuru-yattana。,ヤマムーは完全なるスルーやったな。
1249,riyoushitadakeyatten'na。,利用しただけやってんな。
1250,oogesanifuttobiyagatteomae。,大げさに吹っ飛びやがってお前。
1251,betsuniiijanaissuka。,別にいいじゃないっすか。
1252,yamamurasan'nozan'nenkaidesuyo。,山村さんの残念会ですよ。
1253,mounaiteiiminaikara。,もう泣いていい見ないから。
1254,nodachikainoreberugadadasagarida。,野立会のレベルがだだ下がりだ。
1255,oretachisaikyoutsu-toppuda。,俺たち最強ツートップだ。
1256,mouiijanaidesuka。,もういいじゃないですか。
1257,aredakebosuniayamattandakara。,あれだけボスに謝ったんだから。
1258,soudansuruon'nanankaimasen。,相談する女なんかいません。
1259,dousematamasukomimukenioshitsukerareta。,どうせまたマスコミ向けに押し付けられた。
1260,kakusenmonkikantonorenkeigahitsuyounano。,各専門機関との連携が必要なの。
1261,konokaihajidougyakutainoboushiya。,この会は児童虐待の防止や。
1262,bokugamadakoubankinmujidaini。,僕がまだ交番勤務時代に。
1263,nishinasenseinisoudanshitandesu。,西名先生に相談したんです。
1264,akogaredakejanakuhonkide。,憧れだけじゃなく本気で。
1265,keijininaroutoomoetandesu。,刑事になろうと思えたんです。
1266,jaakongotomoyoroshikuonegaishimasu。,じゃあ今後ともよろしくお願いします。
1267,kinjonohitogaishuugasurutte。,近所の人が異臭がするって。
1268,ikkokumohayakukenkyoshinakerebanaranai。,一刻も早く検挙しなければならない。
1269,onodahanhasudeniugoiteiru。,小野田班はすでに動いている。
1270,kimitachimoshikyuusousaniatattekure。,君たちも至急捜査に当たってくれ。
1271,maenoaremokoichixyauchuunen。,前のあれも恋ちゃうちゅうねん。
1272,de-tonanteikasenaiyo。,デートなんて行かせないよ。
1273,jikentouyakinjonoizakayadesakewononde。,事件当夜近所の居酒屋で酒を飲んで。
1274,saranisotokarahakagigakakerare。,さらに外からは鍵がかけられ。
1275,misshitsujoutaitonatteimashita。,密室状態となっていました。
1276,kimototohanagatahawatashitogenbani。,木元と花形はわたしと現場に。
1277,katagirihakasoukentorenkeishite。,片桐は科捜研と連携して。
1278,sotokarasaikushiteshimetanjanaideshouka。,外から細工して閉めたんじゃないでしょうか。
1279,hotondomigihanshin'nishuuchuushiteru。,ほとんど右半身に集中してる。
1280,takaikotogawakarimashita。,高いことが分かりました。
1281,kounanameninatteitari。,こう斜めになっていたり。
1282,fukusuuirukotowosashiteru。,複数いることを指してる。
1283,apa-toshuuhen'nokikikomiwoshimashitaga。,アパート周辺の聞き込みをしましたが。
1284,shougaitosettounozenkanoaruotokoya。,傷害と窃盗の前科のある男や。
1285,chuutohanpaniatamasuiten'na。,中途半端に頭すいてんな。
1286,iikaradashiterujanaino。,いい体してるじゃないの。
1287,minareterumitaidesune。,見慣れてるみたいですね。
1288,naitouhakoritsushitetamitaiya。,内藤は孤立してたみたいや。
1289,hankoujikokuooimachinochuurinjoude。,犯行時刻大井町の駐輪場で。
1290,mukashikaranonakamawotoitsumetara。,昔からの仲間を問い詰めたら。
1291,koregabouhankameraniutsutteitaeizouwo。,これが防犯カメラに写っていた映像を。
1292,mouichidogaishamawariwoatatte。,もう一度ガイ者周りをあたって。
1293,onodahankaranohoukokugaarimashita。,小野田班からの報告がありました。
1294,attenakuzetsuenjoutainiarusoudesu。,会ってなく絶縁状態にあるそうです。
1295,kodomowooitenigerunante。,子供を置いて逃げるなんて。
1296,chichioyawouranderukanouseigaarisoudana。,父親を恨んでる可能性がありそうだな。
1297,ie、kochirakososuimasen。,いえ、こちらこそすいません。
1298,keisatsunohoutonokomyunike-shonha。,警察の方とのコミュニケーションは。
1299,senseinomotodekaunseringuwouketeita。,先生のもとでカウンセリングを受けていた。
1300,kaisetsushiterasshaimasuga。,開設してらっしゃいますが。
1301,jiyuunikakikomeruyounishitearundesuga。,自由に書き込めるようにしてあるんですが。
1302,kobetsunisoudangaarubaaiha。,個別に相談がある場合は。
1303,kaunseringuwookonaimashita。,カウンセリングを行いました。
1304,nettouwoabisekakerareteimashita。,熱湯を浴びせかけられていました。
1305,sonokizugamadasenakaninokotteimasu。,その傷がまだ背中に残っています。
1306,karehason'nakotoshimasen。,彼はそんなことしません。
1307,jissaihajibun'nodokokanihigaarukara。,実際は自分のどこかに非があるから。
1308,gyakutaiwouketerundatoomoikomi。,虐待を受けてるんだと思い込み。
1309,oikondeshimaukotogaooindesu。,追い込んでしまうことが多いんです。
1310,itsukachichioyanimitomeraretai。,いつか父親に認められたい。
1311,aisaretaitonegatteimashita。,愛されたいと願っていました。
1312,senseinojugyouhatanoshisoudana。,先生の授業は楽しそうだな。
1313,senkyakugaitamitaidakara。,先客がいたみたいだから。
1314,ichihomosotonihadenakattatoitteimashita。,一歩も外には出なかったと言っていました。
1315,genbanodogashanaikaraderuhazudakara。,現場の土が車内から出るはずだから。
1316,toiukotohashougenhahontouka。,ということは証言は本当か。
1317,son'nanoanikigaumakuyatteyo。,そんなの兄貴がうまくやってよ。
1318,tonikakuomaehaotonashikushitero。,とにかくお前はおとなしくしてろ。
1319,joginguchuunojoseigahakkenshiteimasu。,ジョギング中の女性が発見しています。
1320,naifudenodomotowoichigekisaretanochini。,ナイフでのど元を一撃された後に。
1321,nankashomosasareteimashita。,何カ所も刺されていました。
1322,muchakuchanakoroshikatadaga。,むちゃくちゃな殺し方だが。
1323,atoshimatsudakehashikkarishiteiru。,後始末だけはしっかりしている。
1324,masukominitatakarerunda。,マスコミにたたかれるんだ。
1325,moushiwakearimasendeshita。,申し訳ありませんでした。
1326,masukomitaiounohoumobacchiriyatte。,マスコミ対応の方もばっちりやって。
1327,jasonosaitoetsuranshaga。,じゃそのサイト閲覧者が。
1328,sonome-ruwomirarerusubetenoningenga。,そのメールを見られる全ての人間が。
1329,sonojugyounonochinishinazeminomenba-ga。,その授業の後西名ゼミのメンバーが。
1330,otonashikushiterotteittadarou。,おとなしくしてろって言っただろう。
1331,nenreimogyakutaihouhoumooyajisokkurida。,年齢も虐待方法も親父そっくりだ。
1332,keishichounooosawaerikodesu。,警視庁の大沢絵里子です。
1333,soredeichiousenseinojikentoujitsuno。,それで一応先生の事件当日の。
1334,sonojikanhawatashineteimashitakara。,その時間はわたし寝ていましたから。
1335,matachigattekitandesuga。,また違ってきたんですが。
1336,konogenbakaramiyagawasan'nojitakuha。,この現場から宮川さんの自宅は。
1337,kitakutochuuninanimonokaniosoware。,帰宅途中に何者かに襲われ。
1338,keisatsunoshirabeniyorimasuto。,警察の調べによりますと。
1339,miyagawasanhaeirinahamonode。,宮川さんは鋭利な刃物で。
1340,douichihan'nokanouseigatakaitomite。,同一犯の可能性が高いとみて。
1341,genbaninokosaretakutsuatodesuga。,現場に残された靴跡ですが。
1342,son'nakotoaruwakenaidesuyo。,そんなことあるわけないですよ。
1343,omaenihahankoutoujitsunoaribaiganai。,お前には犯行当日のアリバイがない。
1344,saranishimon'notsuitanaifugadetekita。,さらに指紋の付いたナイフが出てきた。
1345,sonojikanhakyoujushitsuniimashita。,その時間は教授室にいました。
1346,kyouyuupasokon'nikameratsuiterukara。,共有パソコンにカメラ付いてるから。
1347,kanshikameranoeizouatsumetekite。,監視カメラの映像集めてきて。
1348,zengonohimofukumeteshuujitsuzenbu。,前後の日も含めて終日全部。
1349,tadasousawokonransaserudakedakara。,ただ捜査を混乱させるだけだから。
1350,fushikatei、閉所恐kowashoudesu。,父子家庭、閉所恐怖症です。
1351,dattarasaigoniisshoniyarouyo。,だったら最後に一緒にやろうよ。
1352,kon'erebe-ta-ninotta。,今エレベーターに乗った。
1353,naifuwoorosunohaanatayo。,ナイフを下ろすのはあなたよ。
1354,anatahakairiseidouitsuseishougai。,あなたは解離性同一性障害。
1355,chichioyanihidoigyakutaiwouketeita。,父親にひどい虐待を受けていた。
1356,semaioshiirenonakanitojikomerareta。,狭い押し入れの中に閉じ込められた。
1357,son'namainichiganan'nenmotsuduita。,そんな毎日が何年も続いた。
1358,tachinaorukotogadekinakattakeisukesanha。,立ち直ることができなかった啓介さんは。
1359,sorewohakkenshitaanataha。,それを発見したあなたは。
1360,keisukesanwotsukuridasukotoniyotte。,啓介さんをつくり出すことによって。
1361,anatanonakanokeisukesanha。,あなたの中の啓介さんは。
1362,erebe-ta-ninorenainomo。,エレベーターに乗れないのも。
1363,oshiirenitojikomerarete。,押し入れに閉じ込められて。
1364,閉所恐kowashouninattakara。,閉所恐怖症になったから。
1365,chokusetsutekinahyougengaiikamo。,直接的な表現がいいかも。
1366,tsumiwotsugunattekondohajibunjishin。,罪を償って今度は自分自身。
1367,kidukanaideitanante。,気付かないでいたなんて。
1368,senmonkadearujibungatajuujinkakutoha。,専門家である自分が多重人格とは。
1369,kyoujushitsunihaittatokiniha。,教授室に入ったときには。
1370,kikitegakawarukotohamaredehanaino。,利き手が変わることはまれではないの。
1371,korehajibun'niokotterukotodehanaito。,これは自分に起こってることではないと。
1372,osorakukeisukesan'nojinkakuninattatoki。,おそらく啓介さんの人格になったとき。
1373,omoikondeshimattanone。,思い込んでしまったのね。
1374,gyakutaiwouketeitakodomotachiwo。,虐待を受けていた子供たちを。
1375,takusansukuttekitanohajijitsudesu。,たくさん救ってきたのは事実です。
1376,keisukesan'nojinkakudehanaku。,啓介さんの人格ではなく。
1377,nanikasetsunakunacchattana。,何か切なくなっちゃったな。
1378,chottodaijinakotoiinikita。,ちょっと大事なこと言いに来た。
1379,tsuyokutekimochinoiikazegane。,強くて気持ちのいい風がね。
1380,joseihenokanshinhakiwametetsuyoiga。,女性への関心は極めて強いが。
1381,sugoipurofairingudesune。,すごいプロファイリングですね。
1382,imayaranaitonidotochansuhanai。,今やらないと二度とチャンスはない。
1383,omaeraimakeshigomunusundarouu。,お前ら今消しゴム盗んだろうう。
1384,dakaraokaasandamedesutte。,だからお母さん駄目ですって。
1385,koushuuyatterundesukara。,講習やってるんですから。
1386,son'nakotoshitaradamedesuyo。,そんなことしたら駄目ですよ。
1387,taisakushitsunomenmenhahitogatarinai。,対策室の面々は人が足りない。
1388,seikatsuanzenkanohosanimawashiteimasu。,生活安全課の補佐に回しています。
1389,nandewatashigashougakuseiaiteni。,何でわたしが小学生相手に。
1390,tsukamaetarashiijanaika。,捕まえたらしいじゃないか。
1391,kaisansasetagattetandazo。,解散させたがってたんだぞ。
1392,oregakinshinshobunttekotode。,俺が謹慎処分ってことで。
1393,gyakunihokosakiwokawashitandayo。,逆に矛先をかわしたんだよ。
1394,tetsudattemorautsumoridattakedo。,手伝ってもらうつもりだったけど。
1395,sonobun'oregabishittoshikittokukara。,その分俺がびしっと仕切っとくから。
1396,ekimaehirobanisecchisaretabakudanga。,駅前広場に設置された爆弾が。
1397,maatorishiraberushikanaiyaro。,まあ取り調べるしかないやろ。
1398,iwaitokatagirihahigishanotorishirabe。,岩井と片桐は被疑者の取り調べ。
1399,ippen'yattemitakattandayone。,いっぺんやってみたかったんだよね。
1400,oretoiwaisansonsanhagenba。,俺と岩井山村さんは現場。
1401,kamitsukarenaiyounine。,かみつかれないようにね。
1402,kanbutachigayuukyouhinankanitsukautteiu。,幹部たちが遊興費なんかに使うっていう。
1403,orenomiminihaittekuruhazudazo。,俺の耳に入ってくるはずだぞ。
1404,ttehan'ninjanaikedone。,って犯人じゃないけどね。
1405,gomibakokettanotokonkainojikento。,ごみ箱蹴ったのと今回の事件と。
1406,sorewokiridasutaimingu。,それを切り出すタイミング。
1407,konaidanohanashidattarashiranaiyo。,こないだの話だったら知らないよ。
1408,koitsuhaorenodaigakunokouhaida。,こいつは俺の大学の後輩だ。
1409,iikirenaikigashitekita。,言い切れない気がしてきた。
1410,dagamadakakushougatsukamenai。,だがまだ確証がつかめない。
1411,aremooshokunohakkakuwoosoreta。,あれも汚職の発覚を恐れた。
1412,hisshinayatsuragajousoubuniiru。,必死なやつらが上層部にいる。
1413,han'nin'noitogawakarimasen。,犯人の意図が分かりません。
1414,mouasonderubaaijanai。,もう遊んでる場合じゃない。
1415,torishirabenokankyuuwodaibumanandayoune。,取り調べの緩急をだいぶ学んだようね。
1416,genbaniattanohaosorakusonokarenomono。,現場にあったのはおそらくその彼のもの。
1417,otoshitakeitaiwohirottekuretanoga。,落とした携帯を拾ってくれたのが。
1418,kankeigaarunohakarejanai。,関係があるのは彼じゃない。
1419,kasankabenzoiruwotsukatta。,過酸化ベンゾイルを使った。
1420,touzenjikken'nitsukaumonodatoomoi。,当然実験に使うものだと思い。
1421,sonoyuujingabakudanwotsukuttato。,その友人が爆弾を作ったと。
1422,sorewoshoumeidekirumonohananimonaku。,それを証明できるものは何もなく。
1423,hon'ninhasorewokatakunanihiteishiteru。,本人はそれをかたくなに否定してる。
1424,sonoaninookidokeiwotsukatte。,その兄の置き時計を使って。
1425,hanseifusoshikinoteroshuudandayo。,反政府組織のテロ集団だよ。
1426,ri-da-hajimeshuyounakanbuga。,リーダーはじめ主要な幹部が。
1427,hontounikeijidattandana。,本当に刑事だったんだな。
1428,daredearoutohan'ninhakanarazutsukamaeru。,誰であろうと犯人は必ず捕まえる。
1429,okuttemorawanakuteii。,送ってもらわなくていい。
1430,otoutohatotsuzenterorisutoshuudan'no。,弟は突然テロリスト集団の。
1431,sorewosagurutamenioretotsukiattetanante。,それを探るために俺と付き合ってたなんて。
1432,aratanajouhougaarusouda。,新たな情報があるそうだ。
1433,doremokasankabenzoirugatsukawareteimasu。,どれも過酸化ベンゾイルが使われています。
1434,dandan'ookunatterundesuyone。,だんだん多くなってるんですよね。
1435,kougiwoshiteitakyoujuhabujideshita。,講義をしていた教授は無事でした。
1436,kuroitsukitonokankeihadetekitemasen。,黒い月との関係は出てきてません。
1437,kareranohankoujanainokamo。,彼らの犯行じゃないのかも。
1438,demozantougasaikesseishiterutteiu。,でも残党が再結成してるっていう。
1439,shatta-noshuurinimairimashita。,シャッターの修理に参りました。
1440,kochirasain'nohouonegaishimasu。,こちらサインの方お願いします。
1441,tadakondenwaniderukotogadekimasen。,ただ今電話に出ることができません。
1442,hontounoiryokuhawakaranai。,本当の威力は分からない。
1443,kaisaisaseteitadakimasu。,開催させていただきます。
1444,kaimetsunioiyattaichiren'nojiken。,壊滅に追いやった一連の事件。
1445,koretoujinochokusetsunoshikikanha。,これ当時の直接の指揮官は。
1446,hoboonajiookisa、onajikatachi。,ほぼ同じ大きさ、同じ形。
1447,sousanijuujishiteorimasuga。,捜査に従事しておりますが。
1448,jouhounogoteikyougakakasemasen。,情報のご提供が欠かせません。
1449,yamamurasantokimotohakakushonirenraku。,山村さんと木元は各所に連絡。
1450,tsukimashitehasousanigokyouryoku。,つきましては捜査にご協力。
1451,kanshajouwosashiagetaitoomoimasu。,感謝状を差し上げたいと思います。
1452,fukushikyoukaikazarishibunominasama。,福祉協会飾支部の皆さま。
1453,buchiatattakamoshiremasen'yo。,ぶち当たったかもしれませんよ。
1454,kuroitsukinota-gettohasonoho-runanoyo。,黒い月のターゲットはそのホールなのよ。
1455,kocchinimobakudangaarimasu。,こっちにも爆弾があります。
1456,shoumenhahitogasattoushiterundarouu。,正面は人が殺到してるんだろうう。
1457,daigakunokougishitsuwonerattanomo。,大学の講義室を狙ったのも。
1458,kasankabenzoiruwotsukattabakudan'yo。,過酸化ベンゾイルを使った爆弾よ。
1459,soukanwokorosunogamokutekinara。,総監を殺すのが目的なら。
1460,zenkeibiwokocchinimawashitekure。,全警備をこっちに回してくれ。
1461,mokutekijanakattatoshitara。,目的じゃなかったとしたら。
1462,ooyamakeishisoukan'ninattekara。,大山警視総監になってから。
1463,toriageruyouninatta。,取り上げるようになった。
1464,pu-rushiteitatoomowareru。,プールしていたと思われる。
1465,yosan'un'eibuhatsukaenakunatta。,予算運営部は使えなくなった。
1466,matanerawarerukamoshirenaikara。,また狙われるかもしれないから。
1467,oyobitateshitemoushiwakearimasen。,お呼び立てして申し訳ありません。
1468,madakakushouhatsukameteimasen。,まだ確証はつかめていません。
1469,sonokakkoudekaijounihaitta。,その格好で会場に入った。
1470,takkusuheibun'noginkouniaduketeru。,タックスヘイブンの銀行に預けてる。
1471,shikiwotorunohatanbabuchou。,指揮を執るのは丹波部長。
1472,kimitachinoshikikenwomotsukotoninatta。,君たちの指揮権を持つことになった。
1473,kimitachinihahataraitemorau。,君たちには働いてもらう。
1474,jibun'notedemujitsuwoshoumeisuru。,自分の手で無実を証明する。
1475,moshikashitarasonokorokara。,もしかしたらそのころから。
1476,kuroitsukitotsunagatteiru。,黒い月とつながっている。
1477,keisatsukanbunobougaigaattanokamo。,警察幹部の妨害があったのかも。
1478,sonoteidonousoshikatsukeneeyouja。,その程度の嘘しかつけねえようじゃ。
1479,watashinegashoujikidakarausotsukenaino。,わたし根が正直だから嘘つけないの。
1480,taihonotokinitappurito。,逮捕のときにたっぷりと。
1481,hatasehenkattakedona。,果たせへんかったけどな。
1482,han'nougaattatteiundekitemitandesuga。,反応があったっていうんで来てみたんですが。
1483,kon'nanomitakotoganai。,こんなの見たことがない。
1484,sonosukinijoujirutsumoriya。,そのすきに乗じるつもりや。
1485,koregashikakeraretabakudan。,これが仕掛けられた爆弾。
1486,anatashikawakaruhitogainaitoomoimasu。,あなたしか分かる人がいないと思います。
1487,sonohokorihamamorarerutoomoimasu。,その誇りは守られると思います。
1488,anatahason'nakotohashinai。,あなたはそんなことはしない。
1489,soregaanatanopuraido。,それがあなたのプライド。
1490,jikenkaiketsunotamenaraatamawosageru。,事件解決のためなら頭を下げる。
1491,soregawatashinopuraido。,それがわたしのプライド。
1492,naiterukaowomitemitakattagana。,泣いてる顔を見てみたかったがな。
1493,konomaemoomaenihadamasareta。,この前もお前にはだまされた。
1494,omaenonaitakaowomitakattaga。,お前の泣いた顔を見たかったが。
1495,ochademonominagarayukkuriyarimashou。,お茶でも飲みながらゆっくりやりましょう。
1496,yayakoshiimon'yokutsukuttana。,ややこしいもんよく作ったな。
1497,taima-karadeteirudousen'nouchi。,タイマーから出ている導線のうち。
1498,taima-karadeterudousen'nouchi。,タイマーから出てる導線のうち。
1499,sonofutanonakamigakibakuseigyosouchida。,そのふたの中身が起爆制御装置だ。
1500,sononakaniakatoaonodousengamieruhazuda。,その中に赤と青の導線が見えるはずだ。
1501,akahabakuyakunohaittatsutsunitsunagari。,赤は爆薬の入った筒につながり。
1502,aohasugusobanokuroihakonitsunagatteru。,青はすぐそばの黒い箱につながってる。
1503,saigonidamasoutoomottara。,最後にだまそうと思ったら。
1504,korewatashimotsukaimasukara。,これわたしも使いますから。
1505,torihikibashohagenteisaremasu。,取引場所は限定されます。
1506,dattaranaosarakiken'yana。,だったらなおさら危険やな。
1507,nanigashikaketearukawakaranai。,何が仕掛けてあるか分からない。
1508,min'nahaforo-woyoroshiku。,みんなはフォローをよろしく。
1509,osorakukuroitsukiwooikakerutoomoimasu。,おそらく黒い月を追い掛けると思います。
1510,taisakushitsunomenba-denanitoshitemo。,対策室のメンバーで何としても。
1511,okoraseyoutoshitemomudada。,怒らせようとしても無駄だ。
1512,gohataisakushitsunorenchuunimakaseyou。,後は対策室の連中に任せよう。
1513,kusattanipponwotatakitsubusu。,腐った日本をたたきつぶす。
1514,kondakekunigadetaramede。,こんだけ国がでたらめで。
1515,boudouhitotsuokinaikunihanippondakeda。,暴動ひとつ起きない国は日本だけだ。
1516,hippatakanaitomegasamenai。,ひっぱたかないと目が覚めない。
1517,zakogashinunohashouganeendayo。,雑魚が死ぬのはしょうがねえんだよ。
1518,tashikanianatahazakojanaimonone。,確かにあなたは雑魚じゃないものね。
1519,futsuuarutanenososhikinoningenha。,普通ある種の組織の人間は。
1520,warewaregatoiuhyougenwotsukaumono。,われわれがという表現を使うもの。
1521,kanbutachinoshakuhoujanai。,幹部たちの釈放じゃない。
1522,suisunoginkouyokin'nokouzabangou。,スイスの銀行預金の口座番号。
1523,ttekahon'ninmitemashitakara。,ってか本人見てましたから。
1524,madashikondearundesuyo。,まだ仕込んであるんですよ。
1525,soutouyabaindatoomotte。,相当ヤバいんだと思って。
1526,sonotokinikatagirigakigatsuita。,そのときに片桐が気が付いた。
1527,soredeanochirashiwowatashitandesu。,それであのちらしを渡したんです。
1528,taisakushitsumohisokanishirabetara。,対策室もひそかに調べたら。
1529,kuroitsukitotsunagatteirushoukomo。,黒い月とつながっている証拠も。
1530,dakaraantagayouiwoshita。,だからあんたが用意をした。
1531,dakedoyosougainokotogaokottawakeda。,だけど予想外のことが起こったわけだ。
1532,nodachiwohan'nindatoomotteru。,野立を犯人だと思ってる。
1533,soushitaratouzen'anataha。,そうしたら当然あなたは。
1534,shibarakuikashiteokette。,しばらく生かしておけって。
1535,antahashibarakukorosanaikotonishita。,あんたはしばらく殺さないことにした。
1536,douguarimasukarashikondekudasai。,道具ありますから仕込んでください。
1537,ikinarishibaishirotteiwaretemo。,いきなり芝居しろって言われても。
1538,maarinkiouhen'naoredakara。,まあ臨機応変な俺だから。
1539,soukanhawatashiniuraganenokuromakuwo。,総監はわたしに裏金の黒幕を。
1540,nanitoshitedemotsukamaerotomeijirareta。,何としてでも捕まえろと命じられた。
1541,nerawareteirunowoshouchinouede。,狙われているのを承知の上で。
1542,sonokawariorenoinochidakeha。,その代わり俺の命だけは。
1543,daijinadaijinareirachankaramoratta。,大事な大事なレイラちゃんからもらった。
1544,meishiiregadainashininatteshimatta。,名刺入れが台無しになってしまった。
1545,atamaniringowonoseruhitonokimochimo。,頭にリンゴを載せる人の気持ちも。
1546,shikamoshirishiyokunotameni。,しかも私利私欲のために。
1547,soremosagishiwodamaserukurainona。,それも詐欺師をだませるくらいのな。
1548,mottohayakuaitakattade。,もっと早く会いたかったで。
1549,byouin'utsuttemorattewarukattawane。,病院移ってもらって悪かったわね。
1550,demoanatanokyouryokunookagede。,でもあなたの協力のおかげで。
1551,konobengoshinosenseihawatashiniyokunite。,この弁護士の先生はわたしによく似て。
1552,konomamiyasenseimonosugoibijindakara。,この間宮先生ものすごい美人だから。
1553,iya、爆乳kamoshirenai。,いや、爆乳かもしれない。
1554,jinjiwoisshinshiaratanataiseide。,人事を一新し新たな体制で。
1555,konohitochaukanatoomotte。,この人ちゃうかなと思って。
1556,kyuunitsuyokininariyagatte。,急に強気になりやがって。
1557,konozanryuubutsushirabetekudasai。,この残留物調べてください。
1558,atokonaidanokamatanojiken'nomouhatsu。,あとこないだの蒲田の事件の毛髪。
1559,anokenhaotokonikimattemasuyo。,あの件は男に決まってますよ。
1560,anatadandanbosuninitekitawane。,あなただんだんボスに似てきたわね。
1561,maamaasouiwazutanoshimimashouyo。,まあまあそう言わず楽しみましょうよ。
1562,kondokosomattetekurenakuteiikara。,今度こそ待っててくれなくていいから。
1563,nanikasamishikunarimashitanexe。,何かさみしくなりましたねぇ。
1564,sugoisonzaikandeshitamon'ne。,すごい存在感でしたもんね。
1565,modottekisounakigasuruna。,戻ってきそうな気がするな。
1566,muzaininattahitotachiwokoroshiteta。,無罪になった人たちを殺してた。
